answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>105 miles</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>83. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic indicating a road and 3 cities, Bay City, Exton and Yardville. The road has 7 equal divisions and from Bay City to Exton is 4 equal divisions. Bay City is at one end, and Yardville is at the opposite end. Exton is in the middle."" class=""inln_img"" height=""39"" src=""./MathHard_files/ItemResource(194)"" title=""Graphic indicating a road and 3 cities, Bay City, Exton and Yardville. The road has 7 equal divisions and from Bay City to Exton is 4 equal divisions. Bay City is at one end, and Yardville is at the opposite end. Exton is in the middle."" width=""289""/></div></div></div><div class=""paragraph"">On the road shown above, the distance from Bay City to Exton is 60 miles. What is the distance from Bay City to Yardville?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>45 miles</span></span></div>
<div>B. <span class=""itemtext""><span>75 miles</span></span></div>
<div>C. <span class=""itemtext""><span>90 miles</span></span></div>
<div>D. <span class=""itemtext""><span>105 miles</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #19 M018601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>0, 1, 2, 3, 4</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>84. <div class=""paragraph"">What are all the whole numbers that make 8 - <img align=""middle"" alt=""Equation with text box for answer. Equation is 8 minus text box is greater than 3"" height=""19"" src=""./MathHard_files/ItemResource(195)"" title=""Equation with text box for answer. Equation is 8 minus text box is greater than 3"" width=""19""> &gt; 3 true?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0, 1, 2, 3, 4, 5</span></span></div>
<div>B. <span class=""itemtext""><span>0, 1, 2, 3, 4</span></span></div>
<div>C. <span class=""itemtext""><span>0, 1, 2</span></span></div>
<div>D. <span class=""itemtext""><span>5</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #20 M018701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>9 weeks</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>85. <div class=""paragraph"">Kirstin wants to buy a flute that costs $240.</div><div class=""paragraph"">She has saved $20 each week for 3 weeks.</div><div class=""paragraph"">How many <span class=""stressed_text_3"">more</span> weeks does Kirstin need to save money if she continues to save $20 each week?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>9 weeks</span></span></div>
<div>B. <span class=""itemtext""><span>10 weeks</span></span></div>
<div>C. <span class=""itemtext""><span>11 weeks</span></span></div>
<div>D. <span class=""itemtext""><span>12 weeks</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #14 M087101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>30</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>86. <div class=""paragraph"">In Jean's class there are twice as many boys as girls. If there are 10 girls in the class, how many boys and girls are there in the class?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>15</span></span></div>
<div>B. <span class=""itemtext""><span>20</span></span></div>
<div>C. <span class=""itemtext""><span>25</span></span></div>
<div>D. <span class=""itemtext""><span>30</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #16 M010531</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""3 and one half"" class=""inln_img"" height=""27"" src=""./MathHard_files/ItemResource(200)"" title=""3 and one half"" width=""17""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>87. <div class=""paragraph"">Ted went to the beach at 10:30 a.m. and came home at 2:00 p.m. How many hours was he gone?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""8 and one half"" class=""inln_img"" height=""27"" src=""./MathHard_files/ItemResource(196)"" title=""8 and one half"" width=""17""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""4 and one half"" class=""inln_img"" height=""27"" src=""./MathHard_files/ItemResource(197)"" title=""4 and one half"" width=""17""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""3 and one half"" class=""inln_img"" height=""27"" src=""./MathHard_files/ItemResource(198)"" title=""3 and one half"" width=""17""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""2 and one half"" class=""inln_img"" height=""27"" src=""./MathHard_files/ItemResource(199)"" title=""2 and one half"" width=""17""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #17 M010931</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Circle"" height=""95"" src=""./MathHard_files/ItemResource(205)"" title=""Circle"" width=""95""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>88. <div class=""paragraph"">A cow is tied to a post in the middle of a flat meadow. If the cow's rope is several meters long, which of the following figures shows the shape of the region where the cow can graze?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Hexagon"" height=""92"" src=""./MathHard_files/ItemResource(201)"" title=""Hexagon"" width=""101""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Pentagon"" height=""91"" src=""./MathHard_files/ItemResource(202)"" title=""Pentagon"" width=""97""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Circle"" height=""95"" src=""./MathHard_files/ItemResource(203)"" title=""Circle"" width=""95""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Square"" height=""96"" src=""./MathHard_files/ItemResource(204)"" title=""Square"" width=""101""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #14 M011231</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>6</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>89. <div class=""paragraph"">Estela wants to buy 2 notebooks that cost $2.79 each, including tax. If she has one-dollar bills and no coins, how many one-dollar bills does she need?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3</span></span></div>
<div>B. <span class=""itemtext""><span>4</span></span></div>
<div>C. <span class=""itemtext""><span>5</span></span></div>
<div>D. <span class=""itemtext""><span>6</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #15 M039901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>105 miles</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>90. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic indicating a road and 3 cities, Bay City, Exton and Yardville. The road has 7 equal divisions and from Bay City to Exton is 4 equal divisions."" class=""inln_img"" height=""39"" src=""./MathHard_files/ItemResource(206)"" title=""Graphic indicating a road and 3 cities, Bay City, Exton and Yardville. The road has 7 equal divisions and from Bay City to Exton is 4 equal divisions."" width=""289""/></div></div></div><div class=""paragraph"">On the road shown above, the distance from Bay City to Exton is 60 miles. What is the distance from Bay City to Yardville?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>45 miles</span></span></div>
<div>B. <span class=""itemtext""><span>75 miles</span></span></div>
<div>C. <span class=""itemtext""><span>90 miles</span></span></div>
<div>D. <span class=""itemtext""><span>105 miles</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #19 M018601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>3.65 centimeters</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>91. <div class=""paragraph"">Length can be measured to within 0.05 centimeter accuracy by using a certain type of measuring instrument. A reading of 3.7 centimeters on this instrument means that the actual length is at least</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3.20 centimeters</span></span></div>
<div>B. <span class=""itemtext""><span>3.65 centimeters</span></span></div>
<div>C. <span class=""itemtext""><span>3.69 centimeters</span></span></div>
<div>D. <span class=""itemtext""><span>3.70 centimeters</span></span></div>
<div>E. <span class=""itemtext""><span>3.75 centimeters</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #22 M019101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The 19th</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>92. <div class=""paragraph""><div class=""stdaln_stmt""><table border=""1"" border-width=""1px"" bordercolor=""000000"" cellpadding=""5"" cellspacing=""0"" style=""solid""><tbody><tr><th scope=""row"">Term</th><td>1</td><td>2</td><td>3</td><td>4</td></tr><tr><th scope=""row"">Fraction</th><td>1/2</td><td>2/3</td><td>3/4</td><td>4/5</td></tr></tbody></table></div></div><div class=""paragraph"">If the list of fractions above continues in the same pattern, which term will be equal to 0.95?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The 100th</span></span></div>
<div>B. <span class=""itemtext""><span>The 95th</span></span></div>
<div>C. <span class=""itemtext""><span>The 20th</span></span></div>
<div>D. <span class=""itemtext""><span>The 19th</span></span></div>
<div>E. <span class=""itemtext""><span>The 15th</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M7 #12 M013231</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>110</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>93. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Triangle with 25 degrees at angle A and an exterior angle of 135 degrees at C."" class=""inln_img"" height=""224"" src=""./MathHard_files/ItemResource(207)"" title=""Triangle with 25 degrees at angle A and an exterior angle of 135 degrees at C."" width=""218""/></div></div></div><div class=""paragraph"">In the triangle, what is the degree measure of <img alt=""angle ABC"" height=""20"" src=""./MathHard_files/ItemResource(208)"" style=""padding: 0px !important; vertical-align:middle;"" title=""angle ABC"" width=""38"">?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>45</span></span></div>
<div>B. <span class=""itemtext""><span>100</span></span></div>
<div>C. <span class=""itemtext""><span>110</span></span></div>
<div>D. <span class=""itemtext""><span>135</span></span></div>
<div>E. <span class=""itemtext""><span>160</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M10 #9 M052001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Fifty car lengths</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>94. <div class=""paragraph"">The cruise ship Titanic was 882 feet long. Which of the following is closest to that length?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Two moving-van lengths</span></span></div>
<div>B. <span class=""itemtext""><span>Fifty car lengths</span></span></div>
<div>C. <span class=""itemtext""><span>One hundred skateboard lengths</span></span></div>
<div>D. <span class=""itemtext""><span>Five hundred school-bus lengths</span></span></div>
<div>E. <span class=""itemtext""><span>One thousand bicycle lengths</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M10 #14 M093201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>8</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>95. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A cube made up of smaller cubes."" class=""inln_img"" height=""124"" src=""./MathHard_files/ItemResource(209)"" title=""A cube made up of smaller cubes."" width=""132""/></div></div></div><div class=""paragraph"">In this figure, how many small cubes were put together to form the large cube?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>7</span></span></div>
<div>B. <span class=""itemtext""><span>8</span></span></div>
<div>C. <span class=""itemtext""><span>12</span></span></div>
<div>D. <span class=""itemtext""><span>24</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-4M9 #6 M040801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>5</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>96. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Triangle with sides of length 4, 7 and 9 on the left, square on the right. "" class=""inln_img"" height=""126"" src=""./MathHard_files/ItemResource(210)"" title=""Triangle with sides of length 4, 7 and 9 on the left, square on the right. "" width=""392""/></div></div></div><div class=""paragraph"">If both the square and the triangle above have the same perimeter, what is the length of each side of the square?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4</span></span></div>
<div>B. <span class=""itemtext""><span>5</span></span></div>
<div>C. <span class=""itemtext""><span>6</span></span></div>
<div>D. <span class=""itemtext""><span>7</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-4M9 #8 M041001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>3 out of 5</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>97. <div class=""paragraph"">There are 3 fifth graders and 2 sixth graders on the swim team. Everyone's name is put in a hat and the captain is chosen by picking one name. What are the chances that the captain will be a fifth grader?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>l out of 5</span></span></div>
<div>B. <span class=""itemtext""><span>l out of 3</span></span></div>
<div>C. <span class=""itemtext""><span>3 out of 5</span></span></div>
<div>D. <span class=""itemtext""><span>2 out of 3</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-4M9 #9 M041101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>$3.75</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>98. <div class=""paragraph"">Of the following, which is the closest approximation of a 15 percent tip on a restaurant check of $24.99?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$2.50</span></span></div>
<div>B. <span class=""itemtext""><span>$3.00</span></span></div>
<div>C. <span class=""itemtext""><span>$3.75</span></span></div>
<div>D. <span class=""itemtext""><span>$4.50</span></span></div>
<div>E. <span class=""itemtext""><span>$5.00</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M3 #5 M050301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>5</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>99. <div class=""paragraph"">Anita is making bags of treats for her sister's birthday party. She divides 65 pieces of candy equally among 15 bags so that each bag contains as many pieces as possible. How many pieces will she <span class=""stressed_text_3"">have left</span>?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>33</span></span></div>
<div>B. <span class=""itemtext""><span>5</span></span></div>
<div>C. <span class=""itemtext""><span>4</span></span></div>
<div>D. <span class=""itemtext""><span>3</span></span></div>
<div>E. <span class=""itemtext""><span>0.33</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M12 #1 M069201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span>41,257.1</span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>100. <div class=""paragraph"">A car odometer registered 41,256.9 miles when a highway sign warned of a detour 1,200 feet ahead. What will the odometer read when the car reaches the detour? (5, 280 feet = 1 mile)</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>42,456.9</span></span></div>
<div>B. <span class=""itemtext""><span>41,279.9</span></span></div>
<div>C. <span class=""itemtext""><span>41,261.3</span></span></div>
<div>D. <span class=""itemtext""><span>41,259.2</span></span></div>
<div>E. <span class=""itemtext""><span>41,257.1</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-8M12 #7 M069801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>1</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>101. <div class=""paragraph""><img alt=""cosine squared (3x) plus sine squared (3x)"" class=""inln_img"" height=""20"" src=""./MathHard_files/ItemResource(211)"" title=""cosine squared (3x) plus sine squared (3x)"" width=""134""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0 </span></span></div>
<div>B. <span class=""itemtext""><span>1</span></span></div>
<div>C. <span class=""itemtext""><span>3</span></span></div>
<div>D. <span class=""itemtext""><span>6</span></span></div>
<div>E. <span class=""itemtext""><span>9</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-12M10 #8 M062201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img align=""top"" alt=""A line parallel to the x-axis through the point 0, 2."" height=""125"" src=""./MathHard_files/ItemResource(217)"" title=""A line parallel to the x-axis through the point 0, 2."" width=""133""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>102. <div class=""paragraph"">Which of the following could be the graph of a function?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""A graph in the xy-plane with a line segment from the point 1, 1 to the point 2, 1, inclusive; a line segment from the point 2, 2 to the point 3, 2, inclusive; and a line segment from the point 3, 3 to the point 4, 3, inclusive."" height=""121"" src=""./MathHard_files/ItemResource(212)"" title=""A graph in the xy-plane with a line segment from the point 1, 1 to the point 2, 1, inclusive; a line segment from the point 2, 2 to the point 3, 2, inclusive; and a line segment from the point 3, 3 to the point 4, 3, inclusive."" width=""123""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""A line through the points 1, -3; 1, -2; 1, -1; 1, 0; 1, 1; 1, 2; and 1, 3."" height=""135"" src=""./MathHard_files/ItemResource(213)"" title=""A line through the points 1, -3; 1, -2; 1, -1; 1, 0; 1, 1; 1, 2; and 1, 3."" width=""124""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""A parabola through the points 2, 2; 1, 1; and 2, 0."" height=""137"" src=""./MathHard_files/ItemResource(214)"" title=""A parabola through the points 2, 2; 1, 1; and 2, 0."" width=""127""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""An open half-plane"" height=""169"" src=""./MathHard_files/ItemResource(215)"" title=""An open half-plane"" width=""153""/></span></span></div>
<div>E. <span class=""itemtext""><span><img align=""top"" alt=""A line parallel to the x-axis through the point 0, 2."" height=""125"" src=""./MathHard_files/ItemResource(216)"" title=""A line parallel to the x-axis through the point 0, 2."" width=""133""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1996-12M10 #9 M062301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>4</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>103. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Triangle ABC with point E on segment AC and point D on segment AB. Segment ED is parallel to segment CB. The length of segment AE is 3, the length of segment AD is 2, the length of segment BD is 4, the length of segment BC is 12, an the length of segment ED is x."" class=""inln_img"" height=""141"" src=""./MathHard_files/ItemResource(218)"" title=""Triangle ABC with point E on segment AC and point D on segment AB. Segment ED is parallel to segment CB. The length of segment AE is 3, the length of segment AD is 2, the length of segment BD is 4, the length of segment BC is 12, an the length of segment ED is x."" width=""316""/></div></div></div><div class=""paragraph"">If triangles <span class=""inline_variable"">ADE</span> and <span class=""inline_variable"">ABC</span> shown in the figure above are similar, what is the value of <span class=""inline_variable"">x</span>?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4</span></span></div>
<div>B. <span class=""itemtext""><span>5</span></span></div>
<div>C. <span class=""itemtext""><span>6</span></span></div>
<div>D. <span class=""itemtext""><span>8</span></span></div>
<div>E. <span class=""itemtext""><span>10</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-12M12 #1 M070101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>16,000</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>104. <div class=""paragraph"">The population of the United States is approximately 250 million, and the national debt is approximately 4 trillion dollars. If this debt were divided equally among the population, what would be the debt, in dollars, per person?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>16</span></span></div>
<div>B. <span class=""itemtext""><span>1,600</span></span></div>
<div>C. <span class=""itemtext""><span>16,000</span></span></div>
<div>D. <span class=""itemtext""><span>1,600,000</span></span></div>
<div>E. <span class=""itemtext""><span> 16,000,000</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">1996-12M12 #7 M070301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""5 plus 6 plus 6 equals 17"" height=""20"" src=""./MathHard_files/ItemResource(224)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 plus 6 plus 6 equals 17"" width=""95""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>105. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Line indicating mileage between points. A to B is 4.6 miles, B to C is 6.3 miles, C to D is 5.7 miles."" class=""inln_img"" height=""64"" src=""./MathHard_files/ItemResource(219)"" title=""Line indicating mileage between points. A to B is 4.6 miles, B to C is 6.3 miles, C to D is 5.7 miles."" width=""195""/></div></div></div></div><div class=""paragraph"" style=""padding-left:40px"">Carol wanted to estimate the distance from <span class=""inline_variable"">A</span> to <span class=""inline_variable"">D</span> along the path shown on the map above. She correctly rounded each of the given distances to the nearest mile and then added them. Which of the following sums could be hers?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""4 plus 6 plus 5 equals 15"" height=""20"" src=""./MathHard_files/ItemResource(220)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4 plus 6 plus 5 equals 15"" width=""95""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""5 plus 6 plus 5 equals 16"" height=""20"" src=""./MathHard_files/ItemResource(221)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 plus 6 plus 5 equals 16"" width=""95""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""5 plus 6 plus 6 equals 17"" height=""20"" src=""./MathHard_files/ItemResource(222)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 plus 6 plus 6 equals 17"" width=""95""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""5 plus 7 plus 6 equals 18"" height=""20"" src=""./MathHard_files/ItemResource(223)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 plus 7 plus 6 equals 18"" width=""95""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #2 M022001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>40</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>106. <div class=""paragraph"">By how much would 217 be increased if the digit 1 were replaced by a digit 5?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4</span></span></div>
<div>B. <span class=""itemtext""><span>40</span></span></div>
<div>C. <span class=""itemtext""><span>44</span></span></div>
<div>D. <span class=""itemtext""><span>400</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #12 M022901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>10</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>107. <div class=""paragraph"">Christy has 88 photographs to put in her album. If 9 photographs will fit on each page, how many pages will she need?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>8</span></span></div>
<div>B. <span class=""itemtext""><span>9</span></span></div>
<div>C. <span class=""itemtext""><span>10</span></span></div>
<div>D. <span class=""itemtext""><span>11</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #13 M023001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><span class=""inline_variable"">A</span></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>108. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic representing the 6 faces of a cube. The image presents a single row of 4 squares labeled A, Blank, X, and D. Above the Blank is a square labeled B; below the blank is a square labeled C. "" class=""inln_img"" height=""112"" src=""./MathHard_files/ItemResource(225)"" title=""Graphic representing the 6 faces of a cube. The image presents a single row of 4 squares labeled A, Blank, X, and D. Above the Blank is a square labeled B; below the blank is a square labeled C. "" width=""151""/></div></div></div><div class=""paragraph"">The squares in the figure above represent the faces of a cube which has been cut along some edges and flattened. When the original cube was resting on face <span class=""inline_variable"">X</span>, which face was on top?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><span class=""inline_variable"">A</span></span></span></div>
<div>B. <span class=""itemtext""><span><span class=""inline_variable"">B</span></span></span></div>
<div>C. <span class=""itemtext""><span><span class=""inline_variable"">C</span></span></span></div>
<div>D. <span class=""itemtext""><span><span class=""inline_variable"">D</span></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #14 M023101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>24</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>109. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Chart with information about the puppy's age and weight:  At 1 month, the puppy weighed 10 lbs; at 2 months, 15 lbs.; at 3 months, 19 lbs.; at 4 months, 22 lbs., at 5 months, ? lbs."" class=""inln_img"" height=""189"" src=""./MathHard_files/ItemResource(226)"" title=""Chart with information about the puppy's age and weight:  At 1 month, the puppy weighed 10 lbs; at 2 months, 15 lbs.; at 3 months, 19 lbs.; at 4 months, 22 lbs., at 5 months, ? lbs."" width=""306""/></div></div></div><div class=""paragraph"">John records the weight of his puppy every month in a chart like the one shown above. If the pattern of the puppy's weight gain continues, how many pounds will the puppy weigh at 5 months?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>30</span></span></div>
<div>B. <span class=""itemtext""><span>27</span></span></div>
<div>C. <span class=""itemtext""><span>25</span></span></div>
<div>D. <span class=""itemtext""><span>24</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #15 M023201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>red</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>110. <div class=""paragraph"">In a bag of marbles, 1/2 are red, 3/4 are blue, 1/6 are green, and 1/12 are yellow. If a marble is taken from the bag without looking, is it most likely to be</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>red</span></span></div>
<div>B. <span class=""itemtext""><span>blue</span></span></div>
<div>C. <span class=""itemtext""><span>green</span></span></div>
<div>D. <span class=""itemtext""><span>yellow</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1992-4M5 #16 M023301</span></div></div>"
