answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><img alt=""four fifths"" height=""27px"" src=""./MathEasy_files/ItemResource(78)"" style=""padding: 0px !important; vertical-align:middle;"" title=""four fifths"" width=""6px""/></span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>30. If <img alt=""function f times (x) equals x minus 1 over x"" height=""27px"" src=""./MathEasy_files/ItemResource(73)"" style=""padding: 0px !important; vertical-align:middle;"" title=""function f times (x) equals x minus 1 over x"" width=""69px""> , what is <img alt=""function f times (5)"" height=""20px"" src=""./MathEasy_files/ItemResource(74)"" style=""padding: 0px !important; vertical-align:middle;"" title=""function f times (5)"" width=""29px""> ?  </img></img></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0</span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""four fifths"" height=""27px"" src=""./MathEasy_files/ItemResource(75)"" style=""padding: 0px !important; vertical-align:middle;"" title=""four fifths"" width=""6px""/></span></span></div>
<div>C. <span class=""itemtext""><span>1</span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""six fifths"" height=""28px"" src=""./MathEasy_files/ItemResource(76)"" style=""padding: 0px !important; vertical-align:middle;"" title=""six fifths"" width=""6px""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""twenty-four fifths"" height=""28px"" src=""./MathEasy_files/ItemResource(77)"" style=""padding: 0px !important; vertical-align:middle;"" title=""twenty-four fifths"" width=""12px""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2013-12M99 #8 M184301</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:50px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">141</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>31. <div class=""paragraph""><img alt=""(47 times 75) divided by 25 equals"" class=""inln_img"" height=""20"" src=""./MathEasy_files/ItemResource(79)"" title=""(47 times 75) divided by 25 equals"" width=""110""/></div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:50px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">141</span></span></div>
<div class=""dist_rt"" style=""width:50px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">1,175</span></span></div>
<div class=""dist_rt"" style=""width:50px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">3,525</span></span></div>
<div class=""dist_rt"" style=""width:50px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">4,700</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #1 M010131</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img alt=""Profile drawing of a rabbit with a dotted line through the middle from top to bottom."" height=""67"" src=""./MathEasy_files/ItemResource(84)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Profile drawing of a rabbit with a dotted line through the middle from top to bottom."" width=""94""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>32. <div class=""paragraph"">Which decoration CANNOT be folded along the dotted line so that both parts match?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Drawing of a paper heart with a dotted line through the middle from top to bottom."" height=""80"" src=""./MathEasy_files/ItemResource(80)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Drawing of a paper heart with a dotted line through the middle from top to bottom."" width=""84""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Drawing of a three-leaf clover with a dotted line through the middle of the top leaf from top to bottom."" height=""79"" src=""./MathEasy_files/ItemResource(81)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Drawing of a three-leaf clover with a dotted line through the middle of the top leaf from top to bottom."" width=""65""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Drawing of gingerbread man with a dotted line through the middle from top to bottom."" height=""99"" src=""./MathEasy_files/ItemResource(82)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Drawing of gingerbread man with a dotted line through the middle from top to bottom."" width=""56""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Profile drawing of a rabbit with a dotted line through the middle from top to bottom."" height=""67"" src=""./MathEasy_files/ItemResource(83)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Profile drawing of a rabbit with a dotted line through the middle from top to bottom."" width=""94""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #2 N214331</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Inches</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>33. <div class=""paragraph"">Which unit would probably be used to measure the length of a book?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Inches</span></span></div>
<div>B. <span class=""itemtext""><span>Yards</span></span></div>
<div>C. <span class=""itemtext""><span>Square inches</span></span></div>
<div>D. <span class=""itemtext""><span>Square yards</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #3 M039101</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:55px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:55px"">79</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>34. <div class=""paragraph"">Park School has 316 students. For field day, the students are put into 4 teams with the same number of students on each team. How many students are on each team?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:55px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:55px"">79</span></span></div>
<div class=""dist_rt"" style=""width:55px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:55px"">312</span></span></div>
<div class=""dist_rt"" style=""width:55px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:55px"">320</span></span></div>
<div class=""dist_rt"" style=""width:55px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:55px"">1,264</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #4 M086701</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:117px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:117px"">66 green, 26 blue</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>35. <div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Image of a circular spinner. Circle is divided into 4 parts; 3 parts are labeled 'green' and 1 part is labeled 'blue.' "" class=""inln_img"" height=""115"" src=""./MathEasy_files/ItemResource(85)"" title=""Image of a circular spinner. Circle is divided into 4 parts; 3 parts are labeled 'green' and 1 part is labeled 'blue.' "" width=""115""/></div></div><div class=""paragraph"">Ms. Livingston's class spins the arrow on the spinner 92 times. Of the following, which is the most likely result?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:117px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:117px"">66 green, 26 blue</span></span></div>
<div class=""dist_rt"" style=""width:117px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:117px"">46 green, 46 blue</span></span></div>
<div class=""dist_rt"" style=""width:117px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:117px"">23 green, 69 blue</span></span></div>
<div class=""dist_rt"" style=""width:117px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:117px"">2 green, 90 blue</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #6 M072301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>1,515</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>36. <div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Number line showing tick marks at 485, 490, 495, and 515. Arrows X, Y, Z indicate tick marks at regular intervals between 495 and 515."" class=""inln_img"" height=""70"" src=""./MathEasy_files/ItemResource(86)"" title=""Number line showing tick marks at 485, 490, 495, and 515. Arrows X, Y, Z indicate tick marks at regular intervals between 495 and 515."" width=""293""/></div></div><div class=""paragraph"">On the number line above, what is the sum of the numbers to which the arrows X, Y, and Z point?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1,491</span></span></div>
<div>B. <span class=""itemtext""><span>1,515</span></span></div>
<div>C. <span class=""itemtext""><span>1,530</span></span></div>
<div>D. <span class=""itemtext""><span>1,545</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M8 #8 M010331</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The weight of the package</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>37. <div class=""paragraph""><div align=""center"" class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a package sitting on top of a scale."" class=""inln_img"" height=""186"" src=""./MathEasy_files/ItemResource(87)"" title=""Image of a package sitting on top of a scale."" width=""199""/></div></div></div><div class=""paragraph"">What is being measured in the picture above?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The time it takes to deliver the package</span></span></div>
<div>B. <span class=""itemtext""><span>The area of the package</span></span></div>
<div>C. <span class=""itemtext""><span>The length of the package</span></span></div>
<div>D. <span class=""itemtext""><span>The weight of the package</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #1 M157901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Square and triangles</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>38. <div class=""paragraph""><div align=""center"" class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a square pyramid."" class=""inln_img"" height=""216"" src=""./MathEasy_files/ItemResource(88)"" title=""Image of a square pyramid."" width=""136""/></div></div></div><div class=""paragraph"">What shapes make up the faces of a square pyramid?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Triangles only</span></span></div>
<div>B. <span class=""itemtext""><span>Pentagon and triangles</span></span></div>
<div>C. <span class=""itemtext""><span>Square and rectangles</span></span></div>
<div>D. <span class=""itemtext""><span>Square and triangles</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #3 M161701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>810,000</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>39. <div class=""paragraph"">Add:</div><div class=""paragraph"">20,000 + 790,000 =</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>792,000</span></span></div>
<div>B. <span class=""itemtext""><span>810,000</span></span></div>
<div>C. <span class=""itemtext""><span>811,000</span></span></div>
<div>D. <span class=""itemtext""><span>990,000</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #5 M154401</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:35px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">11</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>40. <div class=""paragraph""><div class=""prose1""><div class=""paragraph"">Mr. Bell's class voted for where they want to go on their school trip.</div><div class=""paragraph"">The chart shows the students' votes.</div></div><div class=""stdaln_img""><img alt=""Table labeled 'School Trip' containing the following data: 4 votes for City Park; 12 votes for Museum; 15 votes for Theater."" class=""inln_img"" height=""123"" src=""./MathEasy_files/ItemResource(89)"" title=""Table labeled 'School Trip' containing the following data: 4 votes for City Park; 12 votes for Museum; 15 votes for Theater."" width=""235""/></div></div><div class=""paragraph""><div class=""paragraph""> How many              <span class=""stressed_text_3"">more</span> students voted to go to the theater than to go to the city park?            </div></div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:35px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">3</span></span></div>
<div class=""dist_rt"" style=""width:35px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">4</span></span></div>
<div class=""dist_rt"" style=""width:35px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">11</span></span></div>
<div class=""dist_rt"" style=""width:35px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">15</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #6 M155401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>1,247</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>41. <div class=""paragraph"">Subtract:</div><div class=""stdaln_stmt""><img align=""middle"" alt=""6,090 minus 4,843."" height=""43"" src=""./MathEasy_files/ItemResource(90)"" title=""6,090 minus 4,843."" width=""61""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1,147</span></span></div>
<div>B. <span class=""itemtext""><span>1,247</span></span></div>
<div>C. <span class=""itemtext""><span>2,257</span></span></div>
<div>D. <span class=""itemtext""><span>2,853</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #8 M155501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""Image of a square divided into 4 quadrants. The top left quadrant contains a triangle; the bottom left quadrant contains a star; the top right quadrant contains a heart; and the bottom right quadrant is empty."" height=""81"" src=""./MathEasy_files/ItemResource(96)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of a square divided into 4 quadrants. The top left quadrant contains a triangle; the bottom left quadrant contains a star; the top right quadrant contains a heart; and the bottom right quadrant is empty."" width=""81""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>42. <div class=""paragraph""><div class=""stdaln_img""><img alt=""Image of a square divided into 4 quadrants. The top left quadrant contains a heart; the bottom left quadrant is empty; the top right quadrant contains a triangle; and the bottom right quadrant contains a star. A dotted line is to the right of the two right quadrants."" class=""inln_img"" height=""107"" src=""./MathEasy_files/ItemResource(91)"" title=""Image of a square divided into 4 quadrants. The top left quadrant contains a heart; the bottom left quadrant is empty; the top right quadrant contains a triangle; and the bottom right quadrant contains a star. A dotted line is to the right of the two right quadrants."" width=""97""/></div></div><div class=""paragraph"">Tony flips the figure over the dotted line. Which picture shows the result of the flip?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""Image of a square divided into 4 quadrants. The top left quadrant contains a triangle; the bottom left quadrant contains a star; the top right quadrant contains a heart; and the bottom right quadrant is empty."" height=""81"" src=""./MathEasy_files/ItemResource(92)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of a square divided into 4 quadrants. The top left quadrant contains a triangle; the bottom left quadrant contains a star; the top right quadrant contains a heart; and the bottom right quadrant is empty."" width=""81""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""Image of a square divided into 4 quadrants. The top left quadrant contains a triangle; the bottom left quadrant is empty; the top right quadrant contains a heart; and the bottom right quadrant contains a star."" height=""81"" src=""./MathEasy_files/ItemResource(93)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of a square divided into 4 quadrants. The top left quadrant contains a triangle; the bottom left quadrant is empty; the top right quadrant contains a heart; and the bottom right quadrant contains a star."" width=""81""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""Image of a square divided into 4 quadrants. The top left quadrant is empty; the bottom left quadrant contains an upside down heart; the top right quadrant contains a star; and the bottom right quadrant contains a triangle."" height=""81"" src=""./MathEasy_files/ItemResource(94)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of a square divided into 4 quadrants. The top left quadrant is empty; the bottom left quadrant contains an upside down heart; the top right quadrant contains a star; and the bottom right quadrant contains a triangle."" width=""81""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""Image of a square divided into 4 quadrants. The top left quadrant contains a heart; the bottom left quadrant contains a triangle; the top right quadrant is empty; and the bottom right quadrant contains a star."" height=""81"" src=""./MathEasy_files/ItemResource(95)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of a square divided into 4 quadrants. The top left quadrant contains a heart; the bottom left quadrant contains a triangle; the top right quadrant is empty; and the bottom right quadrant contains a star."" width=""81""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M9 #10 M155301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Tape measure</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>43. <div class=""paragraph"">Ralph needs to know the length of the floor in his room. Which of these tools should he use to find the length?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Balance scale</span></span></div>
<div>B. <span class=""itemtext""><span>Compass</span></span></div>
<div>C. <span class=""itemtext""><span>Tape measure</span></span></div>
<div>D. <span class=""itemtext""><span>Thermometer</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M12 #1 M148201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Saturday</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>44. <div class=""paragraph""><table class="" tbl_brdrs"" style=""margin-left:6%"" width=""300px""><caption>ZOO ATTENDANCE</caption><tbody><tr><th align=""center"" scope=""col""><span class=""stressed_text_1"">Day</span></th><th align=""center"" scope=""col""><span class=""stressed_text_1"">Adults</span></th><th align=""center"" scope=""col""><span class=""stressed_text_1"">Children</span></th></tr><tr><td align=""center"">Thursday</td><td align=""center"">757</td><td align=""center"">649</td></tr><tr><td align=""center"">Friday</td><td align=""center"">774</td><td align=""center"">742</td></tr><tr><td align=""center"">Saturday</td><td align=""center"">792</td><td align=""center"">788</td></tr><tr><td align=""center"">Sunday</td><td align=""center"">801</td><td align=""center"">726</td></tr></tbody></table></div><div class=""paragraph"">The table shows the number of adults and children who went to the zoo.</div><div class=""paragraph"">On what day was the number of adults who went to the zoo about the same as the number of children who went to the zoo?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Thursday</span></span></div>
<div>B. <span class=""itemtext""><span>Friday</span></span></div>
<div>C. <span class=""itemtext""><span>Saturday</span></span></div>
<div>D. <span class=""itemtext""><span>Sunday</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M12 #2 M148301</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:50px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">8</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>45. <div class=""stdaln_stmt""><div class=""paragraph"" style=""text-align:center""><img alt=""n plus 4 equals 12."" class=""inln_img"" height=""20"" src=""./MathEasy_files/ItemResource(97)"" title=""n plus 4 equals 12."" width=""70""/></div></div><div class=""paragraph"">What value of <span class=""stressed_text_2"">n</span> makes the number sentence true?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:50px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">3</span></span></div>
<div class=""dist_rt"" style=""width:50px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">4</span></span></div>
<div class=""dist_rt"" style=""width:50px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">8</span></span></div>
<div class=""dist_rt"" style=""width:50px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:50px"">16</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M12 #3 M148401</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:41px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:41px"">150</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>46. <div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Image of a large square map, labeled 'City Park,' composed of small squares. Each small square equals 10 square units. The Bike Trail is composed of 7 small squares; the Picnic Place is composed of 8 small squares. "" class=""inln_img"" height=""300"" src=""./MathEasy_files/ItemResource(98)"" title=""Image of a large square map, labeled 'City Park,' composed of small squares. Each small square equals 10 square units. The Bike Trail is composed of 7 small squares; the Picnic Place is composed of 8 small squares. "" width=""575""/></div></div><div class=""paragraph"">A map of City Park is shown above. The area of the whole park is 490 square units. The Bike Trail and the Picnic Place together occupy how many square units of the park's area?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:41px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:41px"">70</span></span></div>
<div class=""dist_rt"" style=""width:41px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:41px"">80</span></span></div>
<div class=""dist_rt"" style=""width:41px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:41px"">150</span></span></div>
<div class=""dist_rt"" style=""width:41px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:41px"">220</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2011-4M12 #8 M148901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>   23.008</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>47. <div class=""paragraph"">Which of the following numbers is twenty-three and eight-thousandths?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>230.8</span></span></div>
<div>B. <span class=""itemtext""><span>   23.8</span></span></div>
<div>C. <span class=""itemtext""><span>   23.08</span></span></div>
<div>D. <span class=""itemtext""><span>   23.008</span></span></div>
<div>E. <span class=""itemtext""><span>   23.0008</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M8 #1 M170301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span><span class=""stressed_text_2"">T</span> = 7.50<span class=""stressed_text_2"">x</span> + 4.75<span class=""stressed_text_2"">y</span></span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>48. <div class=""paragraph"">
              The admission price to a movie theater is $7.50 for each adult and $4.75 for each child. Which of the following equations can be used to determine
              <span class=""inline_variable"">T</span>
              , the total admission price, in dollars, for
              <span class=""inline_variable"">x</span>
              adults and
              <span class=""inline_variable"">y</span>
              children?
            </div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><span class=""stressed_text_2"">T</span> = (7.50 + 4.75)(<span class=""stressed_text_2"">x</span> + <span class=""stressed_text_2"">y</span>)</span></span></div>
<div>B. <span class=""itemtext""><span><span class=""stressed_text_2"">T</span> = 7.50<span class=""stressed_text_2"">x</span> + 4.75<span class=""stressed_text_2"">y</span></span></span></div>
<div>C. <span class=""itemtext""><span><span class=""stressed_text_2"">T</span> = 7.50<span class=""stressed_text_2"">y</span> + 4.75<span class=""stressed_text_2"">x</span></span></span></div>
<div>D. <span class=""itemtext""><span><span class=""stressed_text_2"">T</span> = (7.50<span class=""stressed_text_2"">x</span>)(4.75<span class=""stressed_text_2"">y</span>)</span></span></div>
<div>E. <span class=""itemtext""><span>(7.50 + 4.75) + (<span class=""stressed_text_2"">x</span> + <span class=""stressed_text_2"">y</span>)</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M8 #3 M163301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>One was yellow and one was green.</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>49. <div class=""paragraph"">Ken has a box that contains 12 marbles. The table below shows the number of marbles of each color that are in the box.</div><div class=""stdaln_stmt""><img align=""middle"" alt=""Table containing the following data: Five yellow marbles; three green marbles; two orange marbles; two blue marbles."" height=""123"" src=""./MathEasy_files/ItemResource(99)"" title=""Table containing the following data: Five yellow marbles; three green marbles; two orange marbles; two blue marbles."" width=""253""/></div><div class=""paragraph"">                Ken randomly selects 2 marbles from the box and keeps them. If Ken then randomly selects a third marble from the box, the probability that he will select a green marble is                <img alt=""two-tenths"" height=""28"" src=""./MathEasy_files/ItemResource(100)"" style=""padding: 0px !important; vertical-align:middle;"" title=""two-tenths"" width=""12"">. Which of the following statements could be true about the first 2 marbles Ken selected?              </img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>One was yellow and one was green.</span></span></div>
<div>B. <span class=""itemtext""><span>One was orange and one was yellow.</span></span></div>
<div>C. <span class=""itemtext""><span>One was orange and one was blue.</span></span></div>
<div>D. <span class=""itemtext""><span>Both were green.</span></span></div>
<div>E. <span class=""itemtext""><span>Both were yellow.</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2011-8M8 #4 M170401</span></div></div>"
