answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The offspring show genetic variation from the parents.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>23. <div class=""paragraph"">Which statement about the offspring that result from sexual reproduction is generally true?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The offspring show genetic variation from the parents.</span></span></div>
<div>B. <span class=""itemtext""><span>The offspring have genetic material identical to that of one another.</span></span></div>
<div>C. <span class=""itemtext""><span>The offspring have genetic material identical to that of one of the parents.</span></span></div>
<div>D. <span class=""itemtext""><span>The offspring have twice as much genetic material as each parent.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #2 K129401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Between hours 1 and 8</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the growth of bacteria.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph"">A scientist studied the growth rate of a species of bacterium. The scientist introduced some of the bacteria into a flask of nutrient-rich solution and monitored the growth of the bacterial population by measuring the number of living cells in the solution.</div><div class=""paragraph"">The graph below shows the growth of the bacterial population over time in hours (h).<div class=""paragraph""><img align=""middle"" alt=""Graph showing the population growth curve of bacteria. The X axis is labeled Time (hours) and ranges from 0 to 27 in 3 hour increments. The Y axis is labeled number of living cells and ranges from 10 to the sixth power to 10 to the tenth power in increments of 1 power. Points are plotted on the graph to indicate the bacterial growth; the points are connected by a line. Between 0 to 3 hours, there are 7 points plotted in the region of 10 to the seventh power to 10 to the 8.2 power. Between 3 and 6 hours, there are 6 points plotted from 10 to the 8.5 power to 10 to the 9.3 power. Between 6 and 9 hours, there are 4 points plotted between 10 to the 9.3 power to 10 to the 9.5 power. There are points plotted at (12, 10 to the .95 power), (16, 10 to the .95 power), (20, 10 to the .89 power), and (25, 10 to the .81 power)."" height=""311"" src=""./SciEasy_files/ItemResource(34)"" title=""Graph showing the population growth curve of bacteria. The X axis is labeled Time (hours) and ranges from 0 to 27 in 3 hour increments. The Y axis is labeled number of living cells and ranges from 10 to the sixth power to 10 to the tenth power in increments of 1 power. Points are plotted on the graph to indicate the bacterial growth; the points are connected by a line. Between 0 to 3 hours, there are 7 points plotted in the region of 10 to the seventh power to 10 to the 8.2 power. Between 3 and 6 hours, there are 6 points plotted from 10 to the 8.5 power to 10 to the 9.3 power. Between 6 and 9 hours, there are 4 points plotted between 10 to the 9.3 power to 10 to the 9.5 power. There are points plotted at (12, 10 to the .95 power), (16, 10 to the .95 power), (20, 10 to the .89 power), and (25, 10 to the .81 power)."" width=""420""/></div></div></div></div><br>24. <div class=""paragraph"">Over which time period did the number of living bacteria increase at the greatest rate?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Between hours 0 and 1</span></span></div>
<div>B. <span class=""itemtext""><span>Between hours 1 and 8</span></span></div>
<div>C. <span class=""itemtext""><span>Between hours 8 and 16</span></span></div>
<div>D. <span class=""itemtext""><span>Between hours 16 and 24</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #4 K141501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>4</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following diagram of forelimbs of different animals.<div class=""prose1""><div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Anatomical sketches of the forelimbs of 4 different animals. Diagram 1 has 3 long bones attached to a wrist bone, attached to a thumb and 4 fingers; Diagram 2 has 3 short bones attached to a wrist bone attached to 5 fingers; Diagram 3 has three long bones attached to a small wrist, attached to 5 long slender bones; Diagram 5 has 3 short, stubby bones attached to long talons."" height=""467"" src=""./SciEasy_files/ItemResource(35)"" title=""Anatomical sketches of the forelimbs of 4 different animals. Diagram 1 has 3 long bones attached to a wrist bone, attached to a thumb and 4 fingers; Diagram 2 has 3 short bones attached to a wrist bone attached to 5 fingers; Diagram 3 has three long bones attached to a small wrist, attached to 5 long slender bones; Diagram 5 has 3 short, stubby bones attached to long talons."" width=""441""/></div></div></div></div><br>25. <div class=""paragraph"">Based on the anatomical structure of the forelimbs, which animal most likely evolved to live only in an aquatic (water) environment?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1</span></span></div>
<div>B. <span class=""itemtext""><span>2</span></span></div>
<div>C. <span class=""itemtext""><span>3</span></span></div>
<div>D. <span class=""itemtext""><span>4</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #10 K130401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>B</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>26. <div class=""paragraph"">Which part of the human skeleton is most like the bones in a bird's wing?</div><div class=""paragraph""><span class=""font-size:9pt""><span class=""stressed_text_2""></span><img align=""middle"" alt=""Picture of human skeleton with four areas labeled A, B, C, D. A is the head, B is the arm, C is the pelvis, and D is the leg"" height=""381"" src=""./SciEasy_files/ItemResource(36)"" title=""Picture of human skeleton with four areas labeled A, B, C, D. A is the head, B is the arm, C is the pelvis, and D is the leg"" width=""159""><span class=""stressed_text_2""></span></img></span></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A</span></span></div>
<div>B. <span class=""itemtext""><span>B</span></span></div>
<div>C. <span class=""itemtext""><span>C</span></span></div>
<div>D. <span class=""itemtext""><span>D</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #1 K034601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The sun heating the lake</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>27. <div class=""paragraph"">Where does water in a lake get most of its energy to evaporate?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The sun heating the lake</span></span></div>
<div>B. <span class=""itemtext""><span>Green plants living in the lake</span></span></div>
<div>C. <span class=""itemtext""><span>Streams entering the lake</span></span></div>
<div>D. <span class=""itemtext""><span>Cold springs under the lake</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #7 K035001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>City 2</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph""><div class=""paragraph""></div><div class=""prose1"">The table below shows information about the weather in four cities on the same day.<div class=""paragraph""></div><img align=""middle"" alt=""A chart of four cities and their corresponding high temperature, low temperature, and precipitation- rain or snow (inches).    City 1: 65 degrees F, 56 degrees F, 2 inches  City 2: 80 degrees F, 66 degrees F, 0 inches  City 3: 48 degrees F, 38 degrees F, 1 inch  City 4: 25 degrees F, 10 degrees F, 1 inch  "" height=""189"" src=""./SciEasy_files/ItemResource(37)"" title=""A chart of four cities and their corresponding high temperature, low temperature, and precipitation- rain or snow (inches).    City 1: 65 degrees F, 56 degrees F, 2 inches  City 2: 80 degrees F, 66 degrees F, 0 inches  City 3: 48 degrees F, 38 degrees F, 1 inch  City 4: 25 degrees F, 10 degrees F, 1 inch  "" width=""398""/></div></div><br>28. <div class=""paragraph"">In which city could children wear just T-shirts and shorts and be most comfortable playing outside all day?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>City 1</span></span></div>
<div>B. <span class=""itemtext""><span>City 2</span></span></div>
<div>C. <span class=""itemtext""><span>City 3</span></span></div>
<div>D. <span class=""itemtext""><span>City 4</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #9 K034102</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>By making the frog hard to see when sitting on leaves</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>29. <div class=""paragraph"">A green tree frog lives in a forest. How does the frog's green color help it to survive?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>By helping the frog find other frogs</span></span></div>
<div>B. <span class=""itemtext""><span>By keeping the frog cool</span></span></div>
<div>C. <span class=""itemtext""><span>By making the frog hard to see when sitting on leaves</span></span></div>
<div>D. <span class=""itemtext""><span>By allowing the frog to make its own food</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #12 K060701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Heart and lungs</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>30. <div class=""paragraph"">In your body, what two organs work together to make sure that oxygen gets to all the other organs of your body?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Lungs and kidneys</span></span></div>
<div>B. <span class=""itemtext""><span>Heart and lungs</span></span></div>
<div>C. <span class=""itemtext""><span>Brain and kidneys</span></span></div>
<div>D. <span class=""itemtext""><span>Heart and liver</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S13 #2 K035501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>25°C</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>31. <div class=""paragraph""><div class=""paragraph""></div></div><div class=""paragraph"">It is a cloudless, sunny day. A student measures the temperature of the air outside every hour. She collects the following data.</div><div class=""paragraph""><img align=""middle"" alt=""Table of times and air temperatures.  8:00 A.M. : 18 degrees C  9:00 A.M. : 19 degrees C  10:00 A.M. : 21 degrees C  11:00 A.M. : 23 degrees C"" height=""217"" src=""./SciEasy_files/ItemResource(38)"" title=""Table of times and air temperatures.  8:00 A.M. : 18 degrees C  9:00 A.M. : 19 degrees C  10:00 A.M. : 21 degrees C  11:00 A.M. : 23 degrees C"" width=""583""/></div><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph"">What will the air temperature outside most likely be at 12:00 noon?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>18°C</span></span></div>
<div>B. <span class=""itemtext""><span>21°C</span></span></div>
<div>C. <span class=""itemtext""><span>25°C</span></span></div>
<div>D. <span class=""itemtext""><span>32°C</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S13 #12 K061101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>No, because ocean water is too salty for plants grown on land.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>32. <div class=""paragraph""><div class=""paragraph""></div></div><div class=""paragraph"">A farmer thinks that the vegetables on her farm are not getting enough water. Her son suggests that they use water from the nearby ocean to water the vegetables. Is this a good idea?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Yes, because there is plenty of ocean water.</span></span></div>
<div>B. <span class=""itemtext""><span>Yes, because ocean water has many natural fertilizers.</span></span></div>
<div>C. <span class=""itemtext""><span>No, because ocean water is too salty for plants grown on land.</span></span></div>
<div>D. <span class=""itemtext""><span>No, because ocean water is much more polluted than rainwater.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S13 #14 K061301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Using their gills, they take in oxygen that is dissolved in water.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>33. <div class=""paragraph"">How do most fish get the oxygen they need to survive?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>They take in water and break it down into hydrogen and oxygen.</span></span></div>
<div>B. <span class=""itemtext""><span>Using their gills, they take in oxygen that is dissolved in water.</span></span></div>
<div>C. <span class=""itemtext""><span>They get their oxygen from the food they eat.</span></span></div>
<div>D. <span class=""itemtext""><span>They come to the surface every few minutes to breathe air into their lungs.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S14 #2 K037101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""3 1/2 pounds"" height=""29"" src=""./SciEasy_files/ItemResource(44)"" style=""padding: 0px !important; vertical-align:middle;"" title=""3 1/2 pounds"" width=""65""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>34. <div class=""paragraph""><div class=""paragraph""><div class=""stdaln_img""><img alt=""Can on a scale with arrow pointing to 3.5 points."" class=""inln_img"" height=""198"" src=""./SciEasy_files/ItemResource(39)"" title=""Can on a scale with arrow pointing to 3.5 points."" width=""120""/></div></div><div class=""paragraph""></div></div><div class=""paragraph"">What does the can shown in the diagram weigh?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""1 3/4 pounds"" height=""29"" src=""./SciEasy_files/ItemResource(40)"" style=""padding: 0px !important; vertical-align:middle;"" title=""1 3/4 pounds"" width=""65""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""2 3/4 pounds"" height=""29"" src=""./SciEasy_files/ItemResource(41)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2 3/4 pounds"" width=""65""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""3 1/2 pounds"" height=""29"" src=""./SciEasy_files/ItemResource(42)"" style=""padding: 0px !important; vertical-align:middle;"" title=""3 1/2 pounds"" width=""65""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""4 1/4 pounds"" height=""29"" src=""./SciEasy_files/ItemResource(43)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4 1/4 pounds"" width=""65""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S14 #12 K061701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Bird, grasshopper, frog</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>35. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Images of the following: Bird, Gorilla, Grasshopper, Fox, Frog, and Dolphin"" height=""338"" src=""./SciEasy_files/ItemResource(45)"" title=""Images of the following: Bird, Gorilla, Grasshopper, Fox, Frog, and Dolphin"" width=""587""/></div><div class=""paragraph""></div></div><div class=""paragraph"">Look at the animals pictured above. (Note: pictures not drawn to scale.)</div><div class=""paragraph"">Which three of the animals pictured above reproduce by laying eggs?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Bird, gorilla, grasshopper</span></span></div>
<div>B. <span class=""itemtext""><span>Gorilla, grasshopper, frog</span></span></div>
<div>C. <span class=""itemtext""><span>Fox, frog, dolphin</span></span></div>
<div>D. <span class=""itemtext""><span>Bird, grasshopper, frog</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S14 #13 K061801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Heart and lungs</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>36. <div class=""paragraph"">In your body, what two organs work together to make sure that oxygen gets to all the other organs of your body?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Lungs and kidneys</span></span></div>
<div>B. <span class=""itemtext""><span>Heart and lungs</span></span></div>
<div>C. <span class=""itemtext""><span>Brain and kidneys</span></span></div>
<div>D. <span class=""itemtext""><span>Heart and liver</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #2 K035501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>point C</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>37. <div class=""paragraph""><img align=""middle"" alt=""Image of two cars approaching center of intersection that is marked A. Letter B is in front of Car 2, Letter D is in front of Car 1, and letter C is to the right of the intersection"" height=""233"" src=""./SciEasy_files/ItemResource(46)"" title=""Image of two cars approaching center of intersection that is marked A. Letter B is in front of Car 2, Letter D is in front of Car 1, and letter C is to the right of the intersection"" width=""282""/></div><div class=""paragraph""></div><div class=""paragraph"">Two identical cars travel at 45 miles per hour toward the center of the intersection (point A, as shown above) with equal force. The cars collide at the intersection. If after they collide the cars stick to each other and move together, they will come to rest closest to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>point A</span></span></div>
<div>B. <span class=""itemtext""><span>point B</span></span></div>
<div>C. <span class=""itemtext""><span>point C</span></span></div>
<div>D. <span class=""itemtext""><span>point D</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #15 K036901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Pulse rate bar graph: lowest, highest, and between: before running, during running, after running"" height=""166"" src=""./SciEasy_files/ItemResource(51)"" title=""Pulse rate bar graph: lowest, highest, and between: before running, during running, after running"" width=""268""/></span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>38. <div class=""paragraph"">Julio wanted to know how his pulse rate changed when he ran very fast. He measured his pulse rate before he started running, while he was running, and two minutes after he stopped running. Which graph best shows how Julio's pulse rate changed?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""Pulse rate bar graph: bars from low to high: before running, during running, after running"" height=""168"" src=""./SciEasy_files/ItemResource(47)"" title=""Pulse rate bar graph: bars from low to high: before running, during running, after running"" width=""268""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Pulse rate bar graph with bars from high to low: before running, during running, after running"" height=""166"" src=""./SciEasy_files/ItemResource(48)"" title=""Pulse rate bar graph with bars from high to low: before running, during running, after running"" width=""268""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""Pulse rate bar graph: bars for before running and after running with equal height higher than during running"" height=""166"" src=""./SciEasy_files/ItemResource(49)"" title=""Pulse rate bar graph: bars for before running and after running with equal height higher than during running"" width=""268""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""Pulse rate bar graph: lowest, highest, and between: before running, during running, after running"" height=""166"" src=""./SciEasy_files/ItemResource(50)"" title=""Pulse rate bar graph: lowest, highest, and between: before running, during running, after running"" width=""268""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S14 #1 K037001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Using their gills, they take in oxygen that is dissolved in water.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>39. <div class=""paragraph"">How do most fish get the oxygen they need to survive?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>They take in water and break it down into hydrogen and oxygen.</span></span></div>
<div>B. <span class=""itemtext""><span>Using their gills, they take in oxygen that is dissolved in water.</span></span></div>
<div>C. <span class=""itemtext""><span>They get their oxygen from the food they eat.</span></span></div>
<div>D. <span class=""itemtext""><span>They come to the surface every few minutes to breathe air into their lungs.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S14 #2 K037101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Put some Quickgrow on a few plants, put the same amount of Supergrow on a few other plants of the same type, put all the plants in the same place, and see which group of plants grows the most.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>40. <div class=""paragraph"">Pat has two kinds of plant food,""Quickgrow"" and ""Supergrow."" What would be the best way for Pat to find out which plant food helps a particular type of houseplant grow the most?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Put some Quickgrow on a plant in the living room, put some Supergrow on a plant of the same type in the bedroom, and see which one grows the most.</span></span></div>
<div>B. <span class=""itemtext""><span>Find out how much each kind of plant food costs, because the more expensive kind is probably better for growing plants.</span></span></div>
<div>C. <span class=""itemtext""><span>Put some Quickgrow on a few plants, put the same amount of Supergrow on a few other plants of the same type, put all the plants in the same place, and see which group of plants grows the most.</span></span></div>
<div>D. <span class=""itemtext""><span>Look at the advertisements for Quickgrow, look at the advertisements for Supergrow, and see which one says it helps plants grow the most.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S14 #3 K037201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>heat energy, sound energy, and mechanical energy only</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>41. <div class=""paragraph"">Household appliances convert electricity into one or more different forms of energy. An electric fan can best be described as converting electricity into</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>heat energy only</span></span></div>
<div>B. <span class=""itemtext""><span>heat energy and sound energy only</span></span></div>
<div>C. <span class=""itemtext""><span>heat energy, sound energy, and mechanical energy only</span></span></div>
<div>D. <span class=""itemtext""><span>heat energy, sound energy, mechanical energy, and chemical energy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #1 K046801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>2 and 5</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>42. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Map of world divided into temperature zones. From North to South, Zone 1 is labeled 60 degrees North, Zone 2 is labeled 30 degrees North, Zone 3 (Equator) is labeled 0 degrees, Zone 4 is labeled 30 degrees South, Zone 5 is labeled 60 degrees South, and Zone 6 is not labeled."" height=""328"" src=""./SciEasy_files/ItemResource(52)"" title=""Map of world divided into temperature zones. From North to South, Zone 1 is labeled 60 degrees North, Zone 2 is labeled 30 degrees North, Zone 3 (Equator) is labeled 0 degrees, Zone 4 is labeled 30 degrees South, Zone 5 is labeled 60 degrees South, and Zone 6 is not labeled."" width=""600""/></div></div><div class=""paragraph"">Which zones in the map above are most likely to have a temperate climate (warm summers and cold winters) ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1 and 6</span></span></div>
<div>B. <span class=""itemtext""><span>2 and 5</span></span></div>
<div>C. <span class=""itemtext""><span>3 and 4</span></span></div>
<div>D. <span class=""itemtext""><span>1, 2, and 3</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #2 K046901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img align=""top"" alt=""4 Newtons pushing against 1 Kilogram"" height=""48"" src=""./SciEasy_files/ItemResource(57)"" title=""4 Newtons pushing against 1 Kilogram"" width=""205""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>43. <div class=""paragraph"">Each figure below shows a force measured in newtons pushing on a block. If there are no other forces pushing on the block, in which case is the acceleration of the block greatest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""4 Newtons pushing against 4 Kilograms"" height=""88"" src=""./SciEasy_files/ItemResource(53)"" title=""4 Newtons pushing against 4 Kilograms"" width=""284""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""1 Newton pushing against 4 Kilograms"" height=""88"" src=""./SciEasy_files/ItemResource(54)"" title=""1 Newton pushing against 4 Kilograms"" width=""284""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""4 Newtons pushing against 1 Kilogram"" height=""48"" src=""./SciEasy_files/ItemResource(55)"" title=""4 Newtons pushing against 1 Kilogram"" width=""205""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""1 Newton pushing against 1 Kilogram"" height=""48"" src=""./SciEasy_files/ItemResource(56)"" title=""1 Newton pushing against 1 Kilogram"" width=""205""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S11 #4 K047101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><span class=""stressed_text_2"">A</span></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>44. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Wavelengths of ocean waves, portions labeled A, B, C, and D."" height=""106"" src=""./SciEasy_files/ItemResource(58)"" title=""Wavelengths of ocean waves, portions labeled A, B, C, and D."" width=""598""/></div></div><div class=""paragraph"">The figure above shows some ocean waves. Which of the labeled distances represents the wavelength?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><span class=""stressed_text_2"">A</span></span></span></div>
<div>B. <span class=""itemtext""><span><span class=""stressed_text_2"">B</span></span></span></div>
<div>C. <span class=""itemtext""><span><span class=""stressed_text_2"">C</span></span></span></div>
<div>D. <span class=""itemtext""><span><span class=""stressed_text_2"">D</span></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #1 K058601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>hydrogen and helium</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>45. <div class=""paragraph"">The two most abundant elements in the Solar System are</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>hydrogen and helium</span></span></div>
<div>B. <span class=""itemtext""><span>hydrogen and calcium</span></span></div>
<div>C. <span class=""itemtext""><span>calcium and iron</span></span></div>
<div>D. <span class=""itemtext""><span>helium and iron</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #2 K058701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>nectar from tube-shaped flowers</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>46. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""image of a bird with a long beak. Image is 'approximately life-size'."" height=""89"" src=""./SciEasy_files/ItemResource(59)"" title=""image of a bird with a long beak. Image is 'approximately life-size'."" width=""186""/></div></div><div class=""paragraph"">The bird shown above would be most likely to eat</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>insects from the ground</span></span></div>
<div>B. <span class=""itemtext""><span>nectar from tube-shaped flowers</span></span></div>
<div>C. <span class=""itemtext""><span>fish from the ocean</span></span></div>
<div>D. <span class=""itemtext""><span>amphibians from a pond</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12S13 #7 K059401</span></div></div>"
