answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img alt=""8 and 1/2"" height=""27"" src=""./MathMed_files/ItemResource(251)"" style=""padding: 0px !important; vertical-align:middle;"" title=""8 and 1/2"" width=""17""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Additional Material</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph""><img align=""middle"" alt=""Image of protractor on the top. Images of rulers on the bottom, showing inches and centimeters."" height=""485"" src=""./MathMed_files/ItemResource(245)"" title=""Image of protractor on the top. Images of rulers on the bottom, showing inches and centimeters."" width=""441""/></div></div></div></div><div class=""paragraph"">Question refers to the following information.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""><div class=""stdaln_img""><img alt=""12-sided figure with the sides labeled A, B, C, D, E, F, G, H, I, J, K, and L."" class=""inln_img"" height=""339"" src=""./MathMed_files/ItemResource(246)"" title=""12-sided figure with the sides labeled A, B, C, D, E, F, G, H, I, J, K, and L."" width=""332""/></div></div><div class=""paragraph"">Each of the 12 sides of the figure above has the same length.</div><div class=""paragraph""></div></div></div><br>131. <div class=""paragraph"">Use your ruler to help answer this question.</div><div class=""paragraph"">Of the following, which is closest to the perimeter, in inches, of quadrilateral <span class=""inline_variable"">LJFD</span> ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""4 and 1/8"" height=""28"" src=""./MathMed_files/ItemResource(247)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4 and 1/8"" width=""17""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""4 and 1/4"" height=""27"" src=""./MathMed_files/ItemResource(248)"" style=""padding: 0px !important; vertical-align:middle;"" title=""4 and 1/4"" width=""17""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""5 and 3/4"" height=""27"" src=""./MathMed_files/ItemResource(249)"" style=""padding: 0px !important; vertical-align:middle;"" title=""5 and 3/4"" width=""17""/></span></span></div>
<div>D. <span class=""itemtext""><span>7</span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""8 and 1/2"" height=""27"" src=""./MathMed_files/ItemResource(250)"" style=""padding: 0px !important; vertical-align:middle;"" title=""8 and 1/2"" width=""17""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M3 #2 M095601</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:35px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">  6</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><br>132. <div class=""paragraph"">If a 2 by 18 rectangle has the same area as a square, what is the length of a side of the square?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:35px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">  4</span></span></div>
<div class=""dist_rt"" style=""width:35px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">  6</span></span></div>
<div class=""dist_rt"" style=""width:35px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">  8</span></span></div>
<div class=""dist_rt"" style=""width:35px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">10</span></span></div>
<div class=""dist_rt"" style=""width:35px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:35px"">12</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M3 #10 M011331</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>  3.6 in</span></span></div>
</div>",B,5.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following diagram.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""><div class=""stdaln_img""><img alt=""Scale drawing of a house. The left side is 30 feet long, the right side is 24 feet long, the back is 48 feet across, the front has got a 12 foot section that juts out 6 feet from the rest of the front of the house. "" class=""inln_img"" height=""284"" src=""./MathMed_files/ItemResource(252)"" title=""Scale drawing of a house. The left side is 30 feet long, the right side is 24 feet long, the back is 48 feet across, the front has got a 12 foot section that juts out 6 feet from the rest of the front of the house. "" width=""461""/></div></div><div class=""paragraph"">The diagram is part of a scale drawing of a house.</div><div class=""paragraph""></div></div></div><br>133. <div class=""paragraph"">If you were to redraw the diagram using a scale of  <img alt=""3/4 inch equals 10 feet"" height=""27"" src=""./MathMed_files/ItemResource(253)"" style=""padding: 0px !important; vertical-align:middle;"" title=""3/4 inch equals 10 feet"" width=""101"">, what would be the length of the side that is 48 feet?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>  3.0 in</span></span></div>
<div>B. <span class=""itemtext""><span>  3.6 in</span></span></div>
<div>C. <span class=""itemtext""><span>  5.6 in</span></span></div>
<div>D. <span class=""itemtext""><span>  7.5 in</span></span></div>
<div>E. <span class=""itemtext""><span>12.0 in</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M4 #3 M071503</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The number has been decreased by 990.</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>134. <div class=""paragraph"">If the digit in the tens place of 37,241 is increased by one and the digit in the thousands place is decreased by one, how has the number been changed?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The number has been decreased by 990.</span></span></div>
<div>B. <span class=""itemtext""><span>The number has been decreased by 1,000.</span></span></div>
<div>C. <span class=""itemtext""><span>The number has been decreased by 1,010.</span></span></div>
<div>D. <span class=""itemtext""><span>The number has been increased by 10.</span></span></div>
<div>E. <span class=""itemtext""><span>The number has been increased by 1,010.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M4 #9 M059001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>  3</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>135. <div class=""paragraph""><div class=""paragraph""></div><div class=""stdaln_stmt""><img alt=""x plus 2y equals 1  2x minus y equals 7"" class=""inln_img"" height=""35"" src=""./MathMed_files/ItemResource(254)"" title=""x plus 2y equals 1  2x minus y equals 7"" width=""75""/></div><div class=""paragraph""></div></div><div class=""paragraph"">In the solution of the system of equations above, what is the value of <span class=""inline_variable"">x</span> ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>- 1</span></span></div>
<div>B. <span class=""itemtext""><span>  2</span></span></div>
<div>C. <span class=""itemtext""><span>  3</span></span></div>
<div>D. <span class=""itemtext""><span>  4</span></span></div>
<div>E. <span class=""itemtext""><span>  5</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M4 #11 M053201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Two equilateral triangles</span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>136. <div class=""paragraph"">Which of the following pairs of geometric figures must be similar to each other?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Two equilateral triangles</span></span></div>
<div>B. <span class=""itemtext""><span>Two isosceles triangles</span></span></div>
<div>C. <span class=""itemtext""><span>Two right triangles</span></span></div>
<div>D. <span class=""itemtext""><span>Two rectangles</span></span></div>
<div>E. <span class=""itemtext""><span>Two parallelograms</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #1 M129101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span><img alt=""1/4"" height=""33"" src=""./MathMed_files/ItemResource(261)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""1/4"" width=""13""/></span></span></div>
</div>",A,5.0,"<div class=""questionwrapper""><div class=""question""><br>137. <div class=""paragraph""><img align=""middle"" alt=""Table listing the gender and color of puppies. Two of the puppies are male; one is black and the other is brown. There are 5 female puppies; 2 are black and 3 are brown."" height=""162"" src=""./MathMed_files/ItemResource(255)"" title=""Table listing the gender and color of puppies. Two of the puppies are male; one is black and the other is brown. There are 5 female puppies; 2 are black and 3 are brown."" width=""326""/></div><div class=""paragraph"">The table above shows the gender and color of 7 puppies. If a puppy selected at random from the group is brown, what is the probability it is a male?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""1/4"" height=""33"" src=""./MathMed_files/ItemResource(256)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""1/4"" width=""13""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""2/7"" height=""36"" src=""./MathMed_files/ItemResource(257)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""2/7"" width=""16""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""1/3"" height=""36"" src=""./MathMed_files/ItemResource(258)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""1/3"" width=""16""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""1/2"" height=""36"" src=""./MathMed_files/ItemResource(259)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""1/2"" width=""16""/></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""2/3"" height=""36"" src=""./MathMed_files/ItemResource(260)"" style=""padding-top:0px; padding-bottom:3px; vertical-align:middle;"" title=""2/3"" width=""16""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #2 M128801</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:32px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:32px"">11</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>138. <div class=""paragraph""> The first term in a sequence of numbers is <img alt=""1/2"" height=""27"" src=""./MathMed_files/ItemResource(262)"" style=""padding: 0px !important; vertical-align:middle;"" title=""1/2"" width=""10""> . Each term after the first term is 1 more than twice its previous term. What is the 4th term?</img></div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:32px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:32px"">  2</span></span></div>
<div class=""dist_rt"" style=""width:32px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:32px"">  4</span></span></div>
<div class=""dist_rt"" style=""width:32px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:32px"">  5</span></span></div>
<div class=""dist_rt"" style=""width:32px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:32px"">11</span></span></div>
<div class=""dist_rt"" style=""width:32px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:32px"">23</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #5 M127501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""2(F minus 1)"" height=""20"" src=""./MathMed_files/ItemResource(273)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2(F minus 1)"" width=""55"">      and <img alt=""F minus 1"" height=""20"" src=""./MathMed_files/ItemResource(274)"" style=""padding: 0px !important; vertical-align:middle;"" title=""F minus 1"" width=""35""/></img></span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>139. <div class=""paragraph"">Rosa is twice as old as Byron.</div><div class=""paragraph"">Fred is one year older than Byron.</div><div class=""paragraph"">If Fred's age is represented by <span class=""inline_variable"">F</span>, which of the following represents the ages of Rosa and Byron, respectively?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""1/2(F minus 1)"" height=""27"" src=""./MathMed_files/ItemResource(263)"" style=""padding: 0px !important; vertical-align:middle;"" title=""1/2(F minus 1)"" width=""56"">      and <img alt=""F minus 1"" height=""20"" src=""./MathMed_files/ItemResource(264)"" style=""padding: 0px !important; vertical-align:middle;"" title=""F minus 1"" width=""35""/></img></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""1/2(F plus 1)"" height=""27"" src=""./MathMed_files/ItemResource(265)"" style=""padding: 0px !important; vertical-align:middle;"" title=""1/2(F plus 1)"" width=""56"">      and <img alt=""F plus 1"" height=""20"" src=""./MathMed_files/ItemResource(266)"" style=""padding: 0px !important; vertical-align:middle;"" title=""F plus 1"" width=""35""/></img></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""2(F minus 1)"" height=""20"" src=""./MathMed_files/ItemResource(267)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2(F minus 1)"" width=""55"">      and <img alt=""F minus 1"" height=""20"" src=""./MathMed_files/ItemResource(268)"" style=""padding: 0px !important; vertical-align:middle;"" title=""F minus 1"" width=""35""/></img></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""2(F plus 1)"" height=""20"" src=""./MathMed_files/ItemResource(269)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2(F plus 1)"" width=""55"">      and <img alt=""F plus 1"" height=""20"" src=""./MathMed_files/ItemResource(270)"" style=""padding: 0px !important; vertical-align:middle;"" title=""F plus 1"" width=""35""/></img></span></span></div>
<div>E. <span class=""itemtext""><span><img alt=""2F"" height=""20"" src=""./MathMed_files/ItemResource(271)"" style=""padding: 0px !important; vertical-align:middle;"" title=""2F"" width=""18"">      and <img alt=""F minus 1"" height=""20"" src=""./MathMed_files/ItemResource(272)"" style=""padding: 0px !important; vertical-align:middle;"" title=""F minus 1"" width=""35""/></img></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #6 M133101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>E. <span class=""itemtext""><span><img align=""top"" alt=""A rectangle subdivided into 2 rectangles, and then further subdivided in to 2 squares and 2 smaller rectangles. The width of the top square is x, and the width of the bottom square is 4. The length of the top square is x and the length of the top rectangle is 2."" height=""128"" src=""./MathMed_files/ItemResource(281)"" title=""A rectangle subdivided into 2 rectangles, and then further subdivided in to 2 squares and 2 smaller rectangles. The width of the top square is x, and the width of the bottom square is 4. The length of the top square is x and the length of the top rectangle is 2."" width=""96""/></span></span></div>
</div>",E,5.0,"<div class=""questionwrapper""><div class=""question""><br>140. <div class=""paragraph""><div class=""paragraph""></div></div><div class=""paragraph"">Which of the following best illustrates a geometric representation of  <img alt=""(x plus 2) (x plus 4)"" height=""20"" src=""./MathMed_files/ItemResource(275)"" style=""padding: 0px !important; vertical-align:middle;"" title=""(x plus 2) (x plus 4)"" width=""92"">      ?</img></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""A number line with segments marked as x, 2, and 4."" height=""24"" src=""./MathMed_files/ItemResource(276)"" title=""A number line with segments marked as x, 2, and 4."" width=""148""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""A line with segments marked as x, 2, x, and 4."" height=""24"" src=""./MathMed_files/ItemResource(277)"" title=""A line with segments marked as x, 2, x, and 4."" width=""243""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""A narrow rectangle divided into 2 segments. The width of the rectangle is x; the 2 lenghts are labeled 2 and 4. "" height=""30"" src=""./MathMed_files/ItemResource(278)"" title=""A narrow rectangle divided into 2 segments. The width of the rectangle is x; the 2 lenghts are labeled 2 and 4. "" width=""89""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""A wide rectangle divided into 2 segments. The width of the rectangle is x; the 2 lenghts are labeled 2 and 4. "" height=""75"" src=""./MathMed_files/ItemResource(279)"" title=""A wide rectangle divided into 2 segments. The width of the rectangle is x; the 2 lenghts are labeled 2 and 4. "" width=""89""/></span></span></div>
<div>E. <span class=""itemtext""><span><img align=""top"" alt=""A rectangle subdivided into 2 rectangles, and then further subdivided in to 2 squares and 2 smaller rectangles. The width of the top square is x, and the width of the bottom square is 4. The length of the top square is x and the length of the top rectangle is 2."" height=""128"" src=""./MathMed_files/ItemResource(280)"" title=""A rectangle subdivided into 2 rectangles, and then further subdivided in to 2 squares and 2 smaller rectangles. The width of the top square is x, and the width of the bottom square is 4. The length of the top square is x and the length of the top rectangle is 2."" width=""96""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #11 M127101</span></div></div>"
"<div class=""answer"">The correct answer is:<div class=""dist_rt"" style=""width:82px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:82px"">   $125,000</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>141. <div class=""paragraph"">The town of Mayville taxes property at a rate of $42 for each $1,000 of estimated value. What is the estimated value of a property on which the owner owes $5,250 in property tax?</div></br></div><div class=""distractors""><div class=""dist_rt"" style=""width:82px"">A. <span class=""itemtext""><span class=""dist_rt"" style=""width:82px"">     $42,000</span></span></div>
<div class=""dist_rt"" style=""width:82px"">B. <span class=""itemtext""><span class=""dist_rt"" style=""width:82px"">      $47,250</span></span></div>
<div class=""dist_rt"" style=""width:82px"">C. <span class=""itemtext""><span class=""dist_rt"" style=""width:82px"">   $125,000</span></span></div>
<div class=""dist_rt"" style=""width:82px"">D. <span class=""itemtext""><span class=""dist_rt"" style=""width:82px"">   $220,500</span></span></div>
<div class=""dist_rt"" style=""width:82px"">E. <span class=""itemtext""><span class=""dist_rt"" style=""width:82px""> $5,250,000</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #13 M135301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>42</span></span></div>
</div>",C,5.0,"<div class=""questionwrapper""><div class=""question""><br>142. <div class=""paragraph"">A cat lies crouched on level ground 50 feet away from the base of a tree. The cat can see a bird's nest directly above the base of the tree. The angle of elevation from the cat to the bird's nest is 40°. To the nearest foot, how far above the base of the tree is the bird's nest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>32</span></span></div>
<div>B. <span class=""itemtext""><span>38</span></span></div>
<div>C. <span class=""itemtext""><span>42</span></span></div>
<div>D. <span class=""itemtext""><span>60</span></span></div>
<div>E. <span class=""itemtext""><span>65</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2005-12M12 #15 M135401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>8</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>143. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Pie chart divided into five uneven sections. The sections, from smallest to largest, are Art, History, Reading, Mathematics, and Science. Mathematics takes up one quarter of the chart."" class=""inln_img"" height=""192"" src=""./MathMed_files/ItemResource(282)"" title=""Pie chart divided into five uneven sections. The sections, from smallest to largest, are Art, History, Reading, Mathematics, and Science. Mathematics takes up one quarter of the chart."" width=""195""/></div></div></div><div class=""paragraph"">The pie chart above shows the portion of time Pat spent on homework in each subject last week. If Pat spent 2 hours on mathematics, about how many hours did Pat spend on homework altogether?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4</span></span></div>
<div>B. <span class=""itemtext""><span>8</span></span></div>
<div>C. <span class=""itemtext""><span>12</span></span></div>
<div>D. <span class=""itemtext""><span>16</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #3 M017801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Multiply the weight of one of the boxes by 12</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>144. <div class=""paragraph"">Carla has 12 boxes that each weigh the same amount. What would be a quick way for her to find the total weight of the 12 boxes?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Add 12 to the weight of one of the boxes</span></span></div>
<div>B. <span class=""itemtext""><span>Subtract 12 from the weight of one of the boxes</span></span></div>
<div>C. <span class=""itemtext""><span>Divide the weight of one of the boxes by 12</span></span></div>
<div>D. <span class=""itemtext""><span>Multiply the weight of one of the boxes by 12</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #9 M017701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>9 inches</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>145. <div class=""paragraph"">The perimeter of a square is 36 inches. What is the length of one side of the square?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>4 inches</span></span></div>
<div>B. <span class=""itemtext""><span>6 inches</span></span></div>
<div>C. <span class=""itemtext""><span>9 inches</span></span></div>
<div>D. <span class=""itemtext""><span>18 inches</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #10 M018101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>48</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>146. <div class=""paragraph"">Six students bought exactly enough pens to share equally among themselves. Which of the following could be the number of pens they bought?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>46</span></span></div>
<div>B. <span class=""itemtext""><span>48</span></span></div>
<div>C. <span class=""itemtext""><span>50</span></span></div>
<div>D. <span class=""itemtext""><span>52</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #11 M018401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>2</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>147. <div class=""paragraph"">Carl has 3 empty egg cartons and 34 eggs. If each carton holds 12 eggs, how many more eggs are needed to fill all 3 cartons?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>2</span></span></div>
<div>B. <span class=""itemtext""><span>3</span></span></div>
<div>C. <span class=""itemtext""><span>4</span></span></div>
<div>D. <span class=""itemtext""><span>6</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M6 #12 M017901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img alt=""3 times 5"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(287)"" title=""3 times 5"" width=""33""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>148. <div class=""paragraph"">Pat has 3 fish bowls. There are 4 plants and 5 fish in each bowl. Which gives the total number of fish?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img alt=""3 plus 5"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(283)"" title=""3 plus 5"" width=""34""/></span></span></div>
<div>B. <span class=""itemtext""><span><img alt=""3 times 4"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(284)"" title=""3 times 4"" width=""33""/></span></span></div>
<div>C. <span class=""itemtext""><span><img alt=""3 times 5"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(285)"" title=""3 times 5"" width=""33""/></span></span></div>
<div>D. <span class=""itemtext""><span><img alt=""3 plus 4 plus 5"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(286)"" title=""3 plus 4 plus 5"" width=""59""/></span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #11 N240031</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>$120.15</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>149. <div class=""paragraph"">The Breakfast Barn bought 135 dozen eggs at $0.89 per dozen. What was the total cost of the eggs?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>$116.75</span></span></div>
<div>B. <span class=""itemtext""><span>$120.15</span></span></div>
<div>C. <span class=""itemtext""><span>$135.89</span></span></div>
<div>D. <span class=""itemtext""><span>$151.69</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #12 M011131</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>12</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>150. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Thermometer showing 16 degrees"" class=""inln_img"" height=""259"" src=""./MathMed_files/ItemResource(288)"" title=""Thermometer showing 16 degrees"" width=""88""/></div></div></div><div class=""paragraph"">The Celsius temperature rose from 4 degrees above zero to the temperature shown on the thermometer above. How many degrees did the temperature rise?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>6</span></span></div>
<div>B. <span class=""itemtext""><span>7</span></span></div>
<div>C. <span class=""itemtext""><span>12</span></span></div>
<div>D. <span class=""itemtext""><span>20</span></span></div>
</div><div class=""calc_ques"">Did you use the calculator on this question? </div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M7 #13 M010731</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>0</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>151. <div class=""paragraph""><img alt=""4 times 0 times 5 times 9 equals"" class=""inln_img"" height=""20"" src=""./MathMed_files/ItemResource(289)"" title=""4 times 0 times 5 times 9 equals"" width=""99""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>0</span></span></div>
<div>B. <span class=""itemtext""><span>36</span></span></div>
<div>C. <span class=""itemtext""><span>45</span></span></div>
<div>D. <span class=""itemtext""><span>180</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #11 M042901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>10</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>152. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""A branch"" class=""inln_img"" height=""31"" src=""./MathMed_files/ItemResource(290)"" title=""A branch"" width=""377""/></div></div></div><div class=""paragraph"">About how many centimeters long is the branch in the figure above?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>5</span></span></div>
<div>B. <span class=""itemtext""><span>10</span></span></div>
<div>C. <span class=""itemtext""><span>25</span></span></div>
<div>D. <span class=""itemtext""><span>100</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-4M10 #12 M086401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>6</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>153. <div class=""paragraph"">Jim has 3/4 of a yard of string which he wishes to divide into pieces, each 1/8 of a yard long. How many pieces will he have?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3</span></span></div>
<div>B. <span class=""itemtext""><span>4</span></span></div>
<div>C. <span class=""itemtext""><span>6</span></span></div>
<div>D. <span class=""itemtext""><span>8</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #17 M018501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>isosceles</span></span></div>
</div>",D,5.0,"<div class=""questionwrapper""><div class=""question""><br>154. <div class=""paragraph"">A triangle that has sides with lengths 6, 6, and 10 is called</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>acute</span></span></div>
<div>B. <span class=""itemtext""><span>right</span></span></div>
<div>C. <span class=""itemtext""><span>scalene</span></span></div>
<div>D. <span class=""itemtext""><span>isosceles</span></span></div>
<div>E. <span class=""itemtext""><span> equilateral</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2003-8M6 #23 M012731</span></div></div>"
