answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Hydrogen and helium</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>21. <div class=""paragraph"">Scientists determine what elements a star is made of by studying the light it emits. They compare the spectrum of the starlight to reference spectra of known elements.</div><div class=""paragraph"">The diagram below shows the characteristic spectral line patterns of four elements. Also shown is the spectrum of a star that contains two of these elements.</div><div class=""paragraph""><img align=""middle"" alt=""Diagram showing the spectral line patterns of 4 elements and a star. The reference spectra line patterns for element Li are long, medium, long, short, very long; for element H they are long, very long, medium, short, medium; for element He they are short, short, medium, meidum, short, very short, very long; for element Na they are very long, very short, short, medium, short, long. For the star spectrum, the line elements are short, short, very short, medium, medium, short, very short, short, medium, short, medium."" height=""206"" src=""./SciMed_files/ItemResource(35)"" title=""Diagram showing the spectral line patterns of 4 elements and a star. The reference spectra line patterns for element Li are long, medium, long, short, very long; for element H they are long, very long, medium, short, medium; for element He they are short, short, medium, meidum, short, very short, very long; for element Na they are very long, very short, short, medium, short, long. For the star spectrum, the line elements are short, short, very short, medium, medium, short, very short, short, medium, short, medium."" width=""541""/></div><div class=""paragraph"">Which two of these elements are present in the star?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Lithium and helium</span></span></div>
<div>B. <span class=""itemtext""><span>Lithium and sodium</span></span></div>
<div>C. <span class=""itemtext""><span>Hydrogen and helium</span></span></div>
<div>D. <span class=""itemtext""><span>Hydrogen and sodium</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S9 #18 K128101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The elastic potential energy of the trampoline is transferred to the boy's kinetic energy.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following diagram, which shows a boy jumping on a trampoline.<div class=""prose1""><div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Image of a boy jumping on a trampoline. In position 1, he is at a standstill at the lowest point; in position 2, his feet are moving off the trampoline; in position 3, he is up in the air at the highest point."" height=""230"" src=""./SciMed_files/ItemResource(36)"" title=""Image of a boy jumping on a trampoline. In position 1, he is at a standstill at the lowest point; in position 2, his feet are moving off the trampoline; in position 3, he is up in the air at the highest point."" width=""627""/></div></div></div></div><br>22. <div class=""paragraph"">Which statement best explains the energy transfer as the boy moves from Position 1 to Position 2?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The boy's kinetic energy is transferred to the elastic potential energy of the trampoline.</span></span></div>
<div>B. <span class=""itemtext""><span>The boy's gravitational potential energy is transferred to the elastic potential energy of the trampoline.</span></span></div>
<div>C. <span class=""itemtext""><span>The gravitational potential energy of the trampoline is transferred to the boy's kinetic energy.</span></span></div>
<div>D. <span class=""itemtext""><span>The elastic potential energy of the trampoline is transferred to the boy's kinetic energy.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #7 K140201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The boy's kinetic energy is transferred to the boy's gravitational potential energy.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following diagram, which shows a boy jumping on a trampoline.<div class=""prose1""><div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Image of a boy jumping on a trampoline. In position 1, he is at a standstill at the lowest point; in position 2, his feet are moving off the trampoline; in position 3, he is up in the air at the highest point."" height=""230"" src=""./SciMed_files/ItemResource(36)"" title=""Image of a boy jumping on a trampoline. In position 1, he is at a standstill at the lowest point; in position 2, his feet are moving off the trampoline; in position 3, he is up in the air at the highest point."" width=""627""/></div></div></div></div><br>23. <div class=""paragraph"">Which statement best explains the energy transfer as the boy moves from Position 2 to Position 3?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The boy's kinetic energy is transferred to the boy's gravitational potential energy.</span></span></div>
<div>B. <span class=""itemtext""><span>The boy's gravitational potential energy is transferred to the boy's kinetic energy.</span></span></div>
<div>C. <span class=""itemtext""><span>The boy's gravitational potential energy is transferred to the kinetic energy of the air molecules around him.</span></span></div>
<div>D. <span class=""itemtext""><span>The kinetic energy of the air molecules around the boy is transferred to the boy's kinetic energy.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #8 K140202</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>All galaxies contain a large number of stars.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>24. <div class=""paragraph"">What is a property of all galaxies?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>All galaxies have a spiral shape.</span></span></div>
<div>B. <span class=""itemtext""><span>All galaxies are the same size.</span></span></div>
<div>C. <span class=""itemtext""><span>All galaxies contain a large number of stars.</span></span></div>
<div>D. <span class=""itemtext""><span>All galaxies rotate around a central star.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #13 K129801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Water molecules attract ions and the charged parts of molecules.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>25. <div class=""paragraph"">What is the main reason that water has the ability to dissolve many different substances?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Water has a lower molecular mass than many substances.</span></span></div>
<div>B. <span class=""itemtext""><span>Water molecules attract ions and the charged parts of molecules.</span></span></div>
<div>C. <span class=""itemtext""><span>Water molecules are larger than the ions or molecules they dissolve.</span></span></div>
<div>D. <span class=""itemtext""><span>Water is more dense in the liquid phase than in the solid phase.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #14 K139501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Transformation of dead plants and animals under heat and pressure</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>26. <div class=""paragraph"">Coal, petroleum, and natural gas found underground in certain parts of Earth are primarily formed from which process?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Decay of radioactive elements</span></span></div>
<div>B. <span class=""itemtext""><span>Collision of tectonic plates in earthquakes</span></span></div>
<div>C. <span class=""itemtext""><span>Transformation of dead plants and animals under heat and pressure</span></span></div>
<div>D. <span class=""itemtext""><span>Intrusion of water into the soil that breaks up rocks and minerals</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #15 K140901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img align=""top"" alt=""C (solid) plus O2 (gas) results in CO2 (gas)"" height=""34"" src=""./SciMed_files/ItemResource(41)"" title=""C (solid) plus O2 (gas) results in CO2 (gas)"" width=""227""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>27. <div class=""paragraph"">Which equation represents a chemical change?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""H2O (liquid) results in H2O (gas)"" height=""33"" src=""./SciMed_files/ItemResource(37)"" title=""H2O (liquid) results in H2O (gas)"" width=""183""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""Cu (solid) results in Cu (liquid)"" height=""29"" src=""./SciMed_files/ItemResource(38)"" title=""Cu (solid) results in Cu (liquid)"" width=""175""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""C (solid) plus O2 (gas) results in CO2 (gas)"" height=""34"" src=""./SciMed_files/ItemResource(39)"" title=""C (solid) plus O2 (gas) results in CO2 (gas)"" width=""227""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""O2 (gas) plus H2O (liquid) results in O2 (aqueous) plus H2O (liquid) "" height=""34"" src=""./SciMed_files/ItemResource(40)"" title=""O2 (gas) plus H2O (liquid) results in O2 (aqueous) plus H2O (liquid) "" width=""389""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2009-12S10 #16 K140601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>the impacts of many meteoroids</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>28. <div class=""paragraph"">The surface of the Moon is covered with craters. Most of these craters were formed by</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>eruptions of active volcanoes</span></span></div>
<div>B. <span class=""itemtext""><span>the impacts of many meteoroids</span></span></div>
<div>C. <span class=""itemtext""><span>shifting rock on the Moon's surface (""moonquakes"")</span></span></div>
<div>D. <span class=""itemtext""><span>tidal forces caused by the Earth and Sun</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S10 #1 K032201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>4 minutes</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph""><div class=""prose1"">Pat set up four different jars with a burning candle in each jar. He put the lids on jars 1, 2, and 3, as shown in the picture below.<div class=""paragraph""></div><div class=""paragraph""></div><img align=""middle"" alt=""Four jars with candles. Jar 1 is small and contains a lid. Jar 2 is large and contains a lid. Jar 3 is medium and contains a lid. Jar 4 is small and contains no lid."" height=""244"" src=""./SciMed_files/ItemResource(42)"" title=""Four jars with candles. Jar 1 is small and contains a lid. Jar 2 is large and contains a lid. Jar 3 is medium and contains a lid. Jar 4 is small and contains no lid."" width=""468""/></div></div><br>29. <div class=""paragraph"">The candle in jar 1 burned for 2 minutes after the lid was put on. The candle in jar 2 burned for 8 minutes. About how long did the candle in jar 3 burn after the lid was put on?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1 minute</span></span></div>
<div>B. <span class=""itemtext""><span>4 minutes</span></span></div>
<div>C. <span class=""itemtext""><span>8 minutes</span></span></div>
<div>D. <span class=""itemtext""><span>10 minutes</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #3 K034801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>City 4</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph""><div class=""paragraph""></div><div class=""prose1"">The table below shows information about the weather in four cities on the same day.<div class=""paragraph""></div><img align=""middle"" alt=""A chart of four cities and their corresponding high temperature, low temperature, and precipitation- rain or snow (inches).    City 1: 65 degrees F, 56 degrees F, 2 inches  City 2: 80 degrees F, 66 degrees F, 0 inches  City 3: 48 degrees F, 38 degrees F, 1 inch  City 4: 25 degrees F, 10 degrees F, 1 inch  "" height=""189"" src=""./SciMed_files/ItemResource(43)"" title=""A chart of four cities and their corresponding high temperature, low temperature, and precipitation- rain or snow (inches).    City 1: 65 degrees F, 56 degrees F, 2 inches  City 2: 80 degrees F, 66 degrees F, 0 inches  City 3: 48 degrees F, 38 degrees F, 1 inch  City 4: 25 degrees F, 10 degrees F, 1 inch  "" width=""398""/></div></div><br>30. <div class=""paragraph"">In which city did snow most likely fall at some time during the day?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>City 1</span></span></div>
<div>B. <span class=""itemtext""><span>City 2</span></span></div>
<div>C. <span class=""itemtext""><span>City 3</span></span></div>
<div>D. <span class=""itemtext""><span>City 4</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #8 K035101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The grains of sand are heavier than the water and the grains of clay.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>31. <div class=""paragraph""><div class=""paragraph""><div class=""stdaln_img""><img alt=""Picture of a jar filled with sand on the bottom, clay in the middle, and water on top."" class=""inln_img"" height=""104"" src=""./SciMed_files/ItemResource(44)"" title=""Picture of a jar filled with sand on the bottom, clay in the middle, and water on top."" width=""122""/></div></div><div class=""paragraph""></div></div><div class=""paragraph"">A student put some sand, clay, and water into a bottle and shook the bottle. Then he put the bottle down.</div><div class=""paragraph"">After two hours, the bottle looked like the drawing above. What can the student conclude based on what he sees in the bottle?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The water is heavier than the grains of clay and the grains of sand.</span></span></div>
<div>B. <span class=""itemtext""><span>The grains of clay are heavier than the grains of sand and the water.</span></span></div>
<div>C. <span class=""itemtext""><span>The grains of sand are heavier than the water and the grains of clay.</span></span></div>
<div>D. <span class=""itemtext""><span>The water, grains of clay, and grains of sand are all of equal weight.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S12 #13 K060801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The block in jar 1 is floating lower in its liquid than is the block in jar 2.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>32. <div class=""paragraph"">Look at the two pictures below. They show what happened when two solid blocks were each put in a jar containing a liquid. Based just on what you can see in the pictures, what can you say about the blocks and the jars?</div><div class=""paragraph""><img align=""middle"" alt=""Jar 1: Block in jar of liquid 1. Jar 2: Block in jar floating on liquid 2."" height=""117"" src=""./SciMed_files/ItemResource(45)"" title=""Jar 1: Block in jar of liquid 1. Jar 2: Block in jar floating on liquid 2."" width=""327""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The liquid in the jars must be water.</span></span></div>
<div>B. <span class=""itemtext""><span>The block in jar 1 weighs more than the block in jar 2.</span></span></div>
<div>C. <span class=""itemtext""><span>The block in jar 1 is floating lower in its liquid than is the block in jar 2.</span></span></div>
<div>D. <span class=""itemtext""><span>The block in jar 1 must be made of metal and the block in jar 2 must be made of wood.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S13 #1 K035401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Tall and dark <img alt=""Image of tall and dark clouds"" height=""118"" src=""./SciMed_files/ItemResource(50)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of tall and dark clouds"" width=""196""/></span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>33. <div class=""paragraph"">Which type of cloud is most likely to produce heavy rain, lightning, and thunder?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Tall and dark <img alt=""Image of tall and dark clouds"" height=""118"" src=""./SciMed_files/ItemResource(46)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of tall and dark clouds"" width=""196""/></span></span></div>
<div>B. <span class=""itemtext""><span>Low and gray <img alt=""Image of low and gray clouds"" height=""68"" src=""./SciMed_files/ItemResource(47)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of low and gray clouds"" width=""196""/></span></span></div>
<div>C. <span class=""itemtext""><span>High and broken <img alt=""Image of high and broken clouds"" height=""66"" src=""./SciMed_files/ItemResource(48)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of high and broken clouds"" width=""196""/></span></span></div>
<div>D. <span class=""itemtext""><span>High and wispy <img alt=""Image of high and wispy clouds"" height=""80"" src=""./SciMed_files/ItemResource(49)"" style=""padding: 0px !important; vertical-align:middle;"" title=""Image of high and wispy clouds"" width=""201""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S13 #11 K061001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Put some Quickgrow on a few plants, put the same amount of Supergrow on a few other plants of the same type, put all the plants in the same place, and see which group of plants grows the most.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>34. <div class=""paragraph"">Pat has two kinds of plant food,""Quickgrow"" and ""Supergrow."" What would be the best way for Pat to find out which plant food helps a particular type of houseplant grow the most?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Put some Quickgrow on a plant in the living room, put some Supergrow on a plant of the same type in the bedroom, and see which one grows the most.</span></span></div>
<div>B. <span class=""itemtext""><span>Find out how much each kind of plant food costs, because the more expensive kind is probably better for growing plants.</span></span></div>
<div>C. <span class=""itemtext""><span>Put some Quickgrow on a few plants, put the same amount of Supergrow on a few other plants of the same type, put all the plants in the same place, and see which group of plants grows the most.</span></span></div>
<div>D. <span class=""itemtext""><span>Look at the advertisements for Quickgrow, look at the advertisements for Supergrow, and see which one says it helps plants grow the most.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S14 #3 K037201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The Moon was probably formed from material from Earth.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>35. <div class=""paragraph""><div class=""paragraph""></div></div><div class=""paragraph"">Rocks and Earth and on the Moon are made of similar materials. What does this observation most likely suggest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Both the Moon and Earth split off from the Sun.</span></span></div>
<div>B. <span class=""itemtext""><span>Life must have existed on the Moon at one time.</span></span></div>
<div>C. <span class=""itemtext""><span>The Moon was probably formed from material from Earth.</span></span></div>
<div>D. <span class=""itemtext""><span>The whole solar system is made up of the same kinds of rocks.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-4S14 #10 K061501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>heat energy, sound energy, and mechanical energy only</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>36. <div class=""paragraph"">Household appliances convert electricity into one or more different forms of energy. An electric fan can best be described as converting electricity into</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>heat energy only</span></span></div>
<div>B. <span class=""itemtext""><span>heat energy and sound energy only</span></span></div>
<div>C. <span class=""itemtext""><span>heat energy, sound energy, and mechanical energy only</span></span></div>
<div>D. <span class=""itemtext""><span>heat energy, sound energy, mechanical energy, and chemical energy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S11 #1 K046801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>2 and 5</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>37. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Map of world divided into temperature zones. From North to South, Zone 1 is labeled 60 degrees North, Zone 2 is labeled 30 degrees North, Zone 3 (Equator) is labeled 0 degrees, Zone 4 is labeled 30 degrees South, Zone 5 is labeled 60 degrees South, and Zone 6 is not labeled."" height=""328"" src=""./SciMed_files/ItemResource(51)"" title=""Map of world divided into temperature zones. From North to South, Zone 1 is labeled 60 degrees North, Zone 2 is labeled 30 degrees North, Zone 3 (Equator) is labeled 0 degrees, Zone 4 is labeled 30 degrees South, Zone 5 is labeled 60 degrees South, and Zone 6 is not labeled."" width=""600""/></div></div><div class=""paragraph"">Which zones in the map above are most likely to have a temperate climate (warm summers and cold winters) ?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1 and 6</span></span></div>
<div>B. <span class=""itemtext""><span>2 and 5</span></span></div>
<div>C. <span class=""itemtext""><span>3 and 4</span></span></div>
<div>D. <span class=""itemtext""><span>1, 2, and 3</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S11 #2 K046901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>the layers of rocks in which the fossils were found are from the same geologic age</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>38. <div class=""paragraph"">An unusual type of fossil clam is found in rock layers high in the Swiss Alps. The same type of fossil clam is also found in the Rocky Mountains of North America. From this, scientists conclude that</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>glaciers carried the fossils up the mountains</span></span></div>
<div>B. <span class=""itemtext""><span>the Rocky Mountains and the Swiss Alps are both volcanic in origin</span></span></div>
<div>C. <span class=""itemtext""><span>clams once lived in mountains, but have since evolved into sea-dwelling creatures</span></span></div>
<div>D. <span class=""itemtext""><span>the layers of rocks in which the fossils were found are from the same geologic age</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S11 #3 K047001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span><img align=""top"" alt=""C: 4 Newtons pushing against 1 Kilogram"" height=""48"" src=""./SciMed_files/ItemResource(56)"" title=""C: 4 Newtons pushing against 1 Kilogram"" width=""205""/></span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>39. <div class=""paragraph"">Each figure below shows a force measured in newtons pushing on a block. If there are no other forces pushing on the block, in which case is the acceleration of the block greatest?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span><img align=""top"" alt=""A: 4 Newtons pushing against 4 Kilograms"" height=""88"" src=""./SciMed_files/ItemResource(52)"" title=""A: 4 Newtons pushing against 4 Kilograms"" width=""284""/></span></span></div>
<div>B. <span class=""itemtext""><span><img align=""top"" alt=""B: 1 Newton pushing against 4 Kilograms"" height=""88"" src=""./SciMed_files/ItemResource(53)"" title=""B: 1 Newton pushing against 4 Kilograms"" width=""284""/></span></span></div>
<div>C. <span class=""itemtext""><span><img align=""top"" alt=""C: 4 Newtons pushing against 1 Kilogram"" height=""48"" src=""./SciMed_files/ItemResource(54)"" title=""C: 4 Newtons pushing against 1 Kilogram"" width=""205""/></span></span></div>
<div>D. <span class=""itemtext""><span><img align=""top"" alt=""D: 1 Newton pushing against 1 Kilogram"" height=""48"" src=""./SciMed_files/ItemResource(55)"" title=""D: 1 Newton pushing against 1 Kilogram"" width=""205""/></span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S11 #4 K047101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>2, 3, and 4 only</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>40. <div class=""paragraph""><div class=""paragraph""><img align=""middle"" alt=""Food web in a large park. Circles marked from 1 to 7. Producers are labeled 1 and arrows are drawn from 1 to 2, 3 and 4. Arrows are also drawn from 2 to 5, 3 to 4 and 5, 4 to 6, 5 to 7, 4 to 6, and 6 to 7."" height=""265"" src=""./SciMed_files/ItemResource(57)"" title=""Food web in a large park. Circles marked from 1 to 7. Producers are labeled 1 and arrows are drawn from 1 to 2, 3 and 4. Arrows are also drawn from 2 to 5, 3 to 4 and 5, 4 to 6, 5 to 7, 4 to 6, and 6 to 7."" width=""162""/></div></div><div class=""paragraph"">The diagram above shows a food web in a large park. Each circle represents a different species in the food web. Which of the organisms in the food web could be referred to as primary consumers?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>7 only</span></span></div>
<div>B. <span class=""itemtext""><span>5 and 6 only</span></span></div>
<div>C. <span class=""itemtext""><span>2, 3, and 4 only</span></span></div>
<div>D. <span class=""itemtext""><span>2, 5, and 7 only</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S11 #8 K047501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>The liver</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>41. <div class=""paragraph"">A human CANNOT survive the loss of which of the following?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The appendix</span></span></div>
<div>B. <span class=""itemtext""><span>The liver</span></span></div>
<div>C. <span class=""itemtext""><span>A lung</span></span></div>
<div>D. <span class=""itemtext""><span>A kidney</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S11 #14 K095001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The block in jar 1 is floating lower in its liquid than is the block in jar 2.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>42. <div class=""paragraph"">Look at the two pictures below. They show what happened when two solid blocks were each put in a jar containing a liquid. Based just on what you can see in the pictures, what can you say about the blocks and the jars?</div><div class=""paragraph""><img align=""middle"" alt=""Jar 1: Block in jar of liquid 1. Jar 2: Block in jar floating on liquid 2."" height=""117"" src=""./SciMed_files/ItemResource(58)"" title=""Jar 1: Block in jar of liquid 1. Jar 2: Block in jar floating on liquid 2."" width=""327""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The liquid in the jars must be water.</span></span></div>
<div>B. <span class=""itemtext""><span>The block in jar 1 weighs more than the block in jar 2.</span></span></div>
<div>C. <span class=""itemtext""><span>The block in jar 1 is floating lower in its liquid than is the block in jar 2.</span></span></div>
<div>D. <span class=""itemtext""><span>The block in jar 1 must be made of metal and the block in jar 2 must be made of wood.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #1 K035401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Water droplets that formed from cooled water vapor in your breath</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>43. <div class=""paragraph""><div class=""paragraph""></div></div><div class=""paragraph"">If you breathe on a mirror, part of the mirror clouds up. What are you actually seeing when you see the mirror cloud up?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Water droplets that formed from cooled water vapor in your breath</span></span></div>
<div>B. <span class=""itemtext""><span>Carbon dioxide that you are breathing out from your lungs</span></span></div>
<div>C. <span class=""itemtext""><span>Oxygen that you are breathing out from your lungs</span></span></div>
<div>D. <span class=""itemtext""><span>Cooled nitrogen in the air around you</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #4 K035701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Dew forming on plants during a cold night</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>44. <div class=""paragraph"">Which is an example of water condensing?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>A puddle disappearing on a hot summer afternoon</span></span></div>
<div>B. <span class=""itemtext""><span>Sweat forming on your forehead after you do a lot of exercise</span></span></div>
<div>C. <span class=""itemtext""><span>Ice cubes melting when you put them out in the sun</span></span></div>
<div>D. <span class=""itemtext""><span>Dew forming on plants during a cold night</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #8 K036201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>1</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>45. <div class=""paragraph"">In the picture of a cell below, which label indicates the part of the cell that contains most of the cell's genetic material?</div><div class=""paragraph""><img align=""middle"" alt=""Image of cell with three areas marked 1 through 4"" height=""249"" src=""./SciMed_files/ItemResource(59)"" title=""Image of cell with three areas marked 1 through 4"" width=""265""/></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1</span></span></div>
<div>B. <span class=""itemtext""><span>2</span></span></div>
<div>C. <span class=""itemtext""><span>3</span></span></div>
<div>D. <span class=""itemtext""><span>4</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2005-8S13 #12 K036501</span></div></div>"
